,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tol,param_kernel,param_gamma,param_epsilon,param_C,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_train_neg_mean_squared_error,split1_train_neg_mean_squared_error,split2_train_neg_mean_squared_error,split3_train_neg_mean_squared_error,split4_train_neg_mean_squared_error,mean_train_neg_mean_squared_error,std_train_neg_mean_squared_error,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_train_acc,split1_train_acc,split2_train_acc,split3_train_acc,split4_train_acc,mean_train_acc,std_train_acc
52,0.389479398727417,0.013051714832307031,0.09742279052734375,0.010160649770032611,1e-05,rbf,1e-09,1e-07,10,"{'tol': 1e-05, 'kernel': 'rbf', 'gamma': 1e-09, 'epsilon': 1e-07, 'C': 10}",-0.9212125287759176,-0.44084605314291175,-1.101178125645608,-0.25174659809886235,-0.5977177860697426,-0.6625402183466085,0.31029541632140967,74,-0.5889944400436538,-0.7117665724975043,-0.545983245771169,-0.7574188037261849,-0.6708639974362353,-0.6550054118949494,0.07772400919377641,0.5393258426966292,0.550561797752809,0.4745762711864407,0.5423728813559322,0.576271186440678,0.5366215958864979,0.0336346006715828,1,0.5401974612129761,0.5303244005641748,0.543661971830986,0.5295774647887324,0.5450704225352113,0.5377663441864161,0.006579644162293457
53,0.35552372932434084,0.00952305663362768,0.10575728416442871,0.007949963112782028,1e-09,rbf,1e-09,0.001,1e-10,"{'tol': 1e-09, 'kernel': 'rbf', 'gamma': 1e-09, 'epsilon': 0.001, 'C': 1e-10}",-0.9214842019109779,-0.43795472688450937,-1.0955700338770604,-0.2515420264439647,-0.5961260314906639,-0.6605354041214352,0.3092945884752547,36,-0.5944500234243818,-0.7158106441723844,-0.5517253921846699,-0.761817269670092,-0.6762205516702899,-0.6600047762243635,0.07715553216077682,0.5393258426966292,0.5449438202247191,0.4745762711864407,0.536723163841808,0.5536723163841808,0.5298482828667556,0.02824019555563987,3,0.5275035260930888,0.5260930888575458,0.543661971830986,0.528169014084507,0.523943661971831,0.5298742525675918,0.007044125050053684
54,0.33518548011779786,0.024788041528661292,0.09596667289733887,0.014861496498611364,1e-09,rbf,10,0.01,0.0001,"{'tol': 1e-09, 'kernel': 'rbf', 'gamma': 10, 'epsilon': 0.01, 'C': 0.0001}",-0.9221037556307357,-0.4380092599479415,-1.095575108932897,-0.25160358610675354,-0.5963982569497531,-0.6607379935136162,0.3093651668608684,66,-0.5943056462770074,-0.7156679929915558,-0.5516193337784395,-0.7616679607207908,-0.6761595954637568,-0.6598841058463101,0.07714723840918883,0.5393258426966292,0.5449438202247191,0.4745762711864407,0.536723163841808,0.5536723163841808,0.5298482828667556,0.02824019555563987,3,0.5275035260930888,0.5260930888575458,0.543661971830986,0.528169014084507,0.523943661971831,0.5298742525675918,0.007044125050053684
55,0.3899360656738281,0.030919063334540628,0.11094460487365723,0.017287167639116977,1e-05,rbf,1e-10,1e-07,0.0001,"{'tol': 1e-05, 'kernel': 'rbf', 'gamma': 1e-10, 'epsilon': 1e-07, 'C': 0.0001}",-0.9214784819964551,-0.4379949884320453,-1.0955438315023485,-0.2515335561444057,-0.5960928136058238,-0.6605287343362157,0.3092840821306742,29,-0.5944505180630556,-0.7157912762132721,-0.5517204116656316,-0.7618219069054596,-0.6762149789505505,-0.659999818359594,0.07715503431615287,0.5393258426966292,0.5449438202247191,0.4745762711864407,0.536723163841808,0.5536723163841808,0.5298482828667556,0.02824019555563987,3,0.5275035260930888,0.5260930888575458,0.543661971830986,0.528169014084507,0.523943661971831,0.5298742525675918,0.007044125050053684
56,0.34894475936889646,0.011222520823280983,0.058348798751831056,0.001244630569496742,1e-09,rbf,1e-08,0.1,0.001,"{'tol': 1e-09, 'kernel': 'rbf', 'gamma': 1e-08, 'epsilon': 0.1, 'C': 0.001}",-0.9224805434667507,-0.43777081728690875,-1.0951756733542957,-0.25141578600831893,-0.5963602536360744,-0.6606406147504696,0.3094022421804554,58,-0.5944018710809914,-0.7159038820739615,-0.5516582394052718,-0.7619639364511008,-0.676259006421068,-0.6600373870864787,0.07723637520600374,0.5393258426966292,0.5449438202247191,0.4745762711864407,0.536723163841808,0.5536723163841808,0.5298482828667556,0.02824019555563987,3,0.5275035260930888,0.5260930888575458,0.543661971830986,0.528169014084507,0.523943661971831,0.5298742525675918,0.007044125050053684
57,0.3906274318695068,0.008317025621930582,0.08813862800598145,0.012542428130228772,0.001,rbf,1e-05,0.01,10,"{'tol': 0.001, 'kernel': 'rbf', 'gamma': 1e-05, 'epsilon': 0.01, 'C': 10}",-0.9251340405781945,-0.4347439056851382,-1.1063758771220553,-0.2550250505416079,-0.6116789608566061,-0.6665915669567204,0.3119006828828016,75,-9.968650397926764e-05,-9.856791463421051e-05,-9.928308436395655e-05,-9.996239079331015e-05,-9.894406239860186e-05,-9.928879123386933e-05,5.000890729651777e-07,0.4887640449438202,0.5168539325842697,0.4406779661016949,0.5423728813559322,0.4915254237288136,0.49603884974290613,0.03381783965895795,100,0.9873060648801129,0.9844851904090268,0.9816901408450704,0.9901408450704225,0.9859154929577465,0.9859075468324757,0.00281731577569166
58,0.34153132438659667,0.0055186655903761315,0.06832528114318848,0.006887707410110545,0.1,rbf,1e-05,0.001,1e-06,"{'tol': 0.1, 'kernel': 'rbf', 'gamma': 1e-05, 'epsilon': 0.001, 'C': 1e-06}",-0.9220464200937725,-0.43767907637388936,-1.0946017683009415,-0.2514078215104078,-0.5964740386962211,-0.6604418249950463,0.3091781869446947,6,-0.5944148884489934,-0.7159610158815246,-0.5516571312984968,-0.7619977226868985,-0.6762892986865914,-0.660064011400501,0.07725292946139824,0.5393258426966292,0.5449438202247191,0.4745762711864407,0.536723163841808,0.5536723163841808,0.5298482828667556,0.02824019555563987,3,0.5275035260930888,0.5260930888575458,0.543661971830986,0.528169014084507,0.523943661971831,0.5298742525675918,0.007044125050053684
59,0.3535494327545166,0.01944974405606223,0.10357155799865722,0.01086083828307148,0.01,rbf,1e-07,0.001,1e-05,"{'tol': 0.01, 'kernel': 'rbf', 'gamma': 1e-07, 'epsilon': 0.001, 'C': 1e-05}",-0.9215588715823996,-0.43786850049263415,-1.0956838751479396,-0.2515794477816184,-0.5961696621158453,-0.6605720714240875,0.3093399129181284,44,-0.594443146010177,-0.7158540234861938,-0.551747663125798,-0.7618003015970233,-0.6762275027133546,-0.6600145273865093,0.07715254199013406,0.5393258426966292,0.5449438202247191,0.4745762711864407,0.536723163841808,0.5536723163841808,0.5298482828667556,0.02824019555563987,3,0.5275035260930888,0.5260930888575458,0.543661971830986,0.528169014084507,0.523943661971831,0.5298742525675918,0.007044125050053684
60,0.387408447265625,0.004628960522544167,0.09432320594787598,0.002491603872581726,0.0001,rbf,1e-08,0.0001,0.001,"{'tol': 0.0001, 'kernel': 'rbf', 'gamma': 1e-08, 'epsilon': 0.0001, 'C': 0.001}",-0.9214716434857644,-0.43800121273800546,-1.0955522203602193,-0.2515329304301728,-0.5960960355633488,-0.6605308085155022,0.3092844235841638,34,-0.5944444676080269,-0.7157848111391308,-0.5517134604314379,-0.7618168067940511,-0.6762086404152906,-0.6599936372775874,0.07715546591160657,0.5393258426966292,0.5449438202247191,0.4745762711864407,0.536723163841808,0.5536723163841808,0.5298482828667556,0.02824019555563987,3,0.5275035260930888,0.5260930888575458,0.543661971830986,0.528169014084507,0.523943661971831,0.5298742525675918,0.007044125050053684
61,0.006718111038208008,0.0010170543393002998,0.0010027885437011719,0.00019701564600615364,0.1,rbf,0.01,10,1e-07,"{'tol': 0.1, 'kernel': 'rbf', 'gamma': 0.01, 'epsilon': 10, 'C': 1e-07}",-1.8926687237981408,-0.44650746245139766,-3.1560026346568204,-0.2557185056127653,-0.5942728966972998,-1.2690340446432848,1.105281108096272,80,-1.4191030415068382,-0.7168273555465943,-2.508934550866631,-0.7640095040921474,-0.6796093249062847,-1.2176967553836993,0.7005854547575177,0.449438202247191,0.5449438202247191,0.4745762711864407,0.536723163841808,0.5536723163841808,0.5118707547768679,0.041827126530294786,75,0.46685472496473907,0.5260930888575458,0.543661971830986,0.528169014084507,0.523943661971831,0.5177444923419218,0.02637530507202729
