,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_train_neg_mean_squared_error,split1_train_neg_mean_squared_error,split2_train_neg_mean_squared_error,split3_train_neg_mean_squared_error,split4_train_neg_mean_squared_error,mean_train_neg_mean_squared_error,std_train_neg_mean_squared_error,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_train_acc,split1_train_acc,split2_train_acc,split3_train_acc,split4_train_acc,mean_train_acc,std_train_acc
0,898.5670036792756,66.07512429423298,0.3634921073913574,0.016652117683387053,1000,2,1,auto,,True,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': None, 'bootstrap': True}",-5.914111084294401,-3.5032833939939274,-7.069149951940577,-2.6970030387665496,-4.859262589229013,-4.808562011644893,1.5809807527009108,48,-0.6225537036034287,-0.7035974150752549,-0.5770235124985827,-0.7264354792939711,-0.6563233145897551,-0.6571866850121986,0.05399198905700626,0.4900105152471083,0.4926315789473684,0.4978947368421053,0.46842105263157896,0.5031578947368421,0.49042315568100064,0.011892334067926589,50,0.963421052631579,0.959221257563799,0.9615890555117075,0.9586950802420415,0.9634306761378585,0.9612714244173972,0.002011213186167795
1,687.3434206962586,54.650366810230906,0.26315884590148925,0.007425343879084491,1000,5,4,auto,100,True,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",-5.861857788050801,-3.490487476425941,-6.874286788984181,-2.677896418122632,-4.878285132887202,-4.756562720894152,1.526109359290026,40,-1.2434882537262713,-1.4567398603964707,-1.1663297167726216,-1.4937528682929884,-1.360607042649283,-1.344183548367527,0.1241621228723342,0.49737118822292326,0.508421052631579,0.508421052631579,0.4768421052631579,0.5210526315789473,0.5024216060656372,0.014825109858364199,22,0.955,0.9539594843462247,0.9586950802420415,0.9576427255985267,0.9568534596158905,0.9564301499605368,0.0017279442936395369
2,88.22996492385865,4.467778552373338,0.48829078674316406,0.025156746088922766,1400,2,1,sqrt,,True,"{'n_estimators': 1400, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",-5.783552757932478,-3.4383370068489985,-6.8163695506079405,-2.6733660721428225,-4.775826886231057,-4.697490454752659,1.507173743626185,13,-0.6045051479177056,-0.6949500467652275,-0.5690123111589571,-0.7124318606867963,-0.6393629205406578,-0.6440524574138689,0.053820651033168035,0.5036803364879074,0.5136842105263157,0.4957894736842105,0.4694736842105263,0.5126315789473684,0.49905185677126573,0.016158272746305574,33,0.9686842105263158,0.9663246514075243,0.9689555380163115,0.9681662720336753,0.9705340699815838,0.968532948393082,0.001357716978132802
3,1230.7020996570586,98.92458822516394,0.4779856204986572,0.023558346076952515,1800,5,4,auto,90,True,"{'n_estimators': 1800, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': True}",-5.85671823086638,-3.487456594390482,-6.862326450494215,-2.6757058206279796,-4.883932204496274,-4.753227860175066,1.523243001599476,37,-1.238472672949397,-1.4578159559256192,-1.1578081992645057,-1.489366416413068,-1.3599387933264926,-1.3406804075758163,0.12656051273837515,0.48475289169295477,0.4978947368421053,0.5052631578947369,0.4884210526315789,0.508421052631579,0.49695057833859096,0.009198897357344773,40,0.9576315789473684,0.9534333070244673,0.9560641936332545,0.9560641936332545,0.9573796369376479,0.9561145820351985,0.0014896950830970105
4,87.6935010433197,4.4545575119116085,0.4624927043914795,0.016381752253303253,1600,2,2,sqrt,110,True,"{'n_estimators': 1600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 110, 'bootstrap': True}",-5.785708096708394,-3.450647163313763,-6.773985205447783,-2.6655208154654124,-4.780299777912977,-4.691232211769665,1.4957425213114406,10,-0.9209783355469872,-1.0656573365197868,-0.8777173048581457,-1.10071602397252,-1.0003996325928792,-0.9930937266980638,0.0841590885874961,0.48580441640378547,0.5063157894736842,0.5157894736842106,0.49157894736842106,0.5157894736842106,0.5030556201228624,0.012363242329659215,19,0.9718421052631578,0.9665877400684031,0.9681662720336753,0.9663246514075243,0.9668508287292817,0.9679543195004084,0.0020445464696260437
5,1547.217144393921,110.5514270008138,0.5467502117156983,0.018336674158770022,1800,5,1,auto,90,True,"{'n_estimators': 1800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': True}",-5.889311848497354,-3.4920287718073215,-7.055794670872746,-2.677934556974398,-4.842939656931642,-4.791601901016692,1.5805474717630377,45,-0.7901221059420147,-0.9131442457111499,-0.7168180870519102,-0.9316174040535375,-0.8483524669418853,-0.8400108619400994,0.07934126355620912,0.49631966351209256,0.5042105263157894,0.5052631578947369,0.47789473684210526,0.5147368421052632,0.4996849853339974,0.012363617940241937,30,0.9628947368421052,0.9576427255985267,0.9589581689029203,0.9602736122073139,0.9597474348855565,0.9599033356872845,0.0017385964945315136
6,900.3935875415802,63.201874733661406,0.3150459289550781,0.0061809312823784745,1200,10,2,auto,40,True,"{'n_estimators': 1200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 40, 'bootstrap': True}",-5.888727273751621,-3.4984042910900333,-6.881021529032962,-2.6649991354497007,-4.878157187492619,-4.762261883363387,1.5341020488033414,41,-1.2350950286481959,-1.456962278209086,-1.1040035846982506,-1.436023203179474,-1.3489594592653582,-1.3162087108000728,0.1317953988754233,0.48580441640378547,0.52,0.5147368421052632,0.4863157894736842,0.5210526315789473,0.5055819359123361,0.016083345300980524,13,0.9507894736842105,0.9408050513022889,0.9476453564851355,0.9468560905024993,0.9465930018416207,0.9465377947631509,0.003233331848203802
7,1113.4214343070985,86.45446558556091,0.4214898109436035,0.011120757909160409,1400,5,2,auto,60,True,"{'n_estimators': 1400, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 60, 'bootstrap': True}",-5.878151417645242,-3.4873439641843698,-6.872294994292452,-2.6692236040866755,-4.8538642418909745,-4.752175644419943,1.530461136527539,34,-0.8733949232755029,-1.0205135410286998,-0.8257210788671367,-1.0432255316985126,-0.9545791295735996,-0.9434868408886903,0.08340936334296849,0.48580441640378547,0.49894736842105264,0.5042105263157894,0.4863157894736842,0.511578947368421,0.4973714095965466,0.010071080985451623,39,0.9623684210526315,0.9586950802420415,0.9600105235464351,0.959221257563799,0.9629044988161011,0.9606399562442016,0.0016915778305769899
8,1207.4720388889314,92.56249177302577,0.42865958213806155,0.012420544082345334,1400,5,1,auto,70,True,"{'n_estimators': 1400, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",-5.9098195085094885,-3.503239063432948,-7.033568303537829,-2.6851849549887774,-4.840057943708421,-4.794373954835493,1.5732771330050124,46,-0.7931626098007081,-0.9117436934336173,-0.7198980265418048,-0.9273378474847188,-0.847189385854788,-0.8398663126231275,0.0767396640693585,0.4794952681388013,0.49894736842105264,0.4926315789473684,0.4652631578947368,0.5221052631578947,0.49168852731197077,0.019108812931503644,49,0.9631578947368421,0.9594843462246777,0.9589581689029203,0.9602736122073139,0.9584319915811629,0.9600612027305834,0.0016636342861459934
9,314.45334711074827,10.335747868007333,0.1136446475982666,0.005086006133874059,600,10,2,auto,20,True,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}",-5.851589021463401,-3.472670610148553,-6.849533148801028,-2.662208357204169,-4.875140345687703,-4.74222829666097,1.5249485393471036,26,-2.5465625600434074,-2.9365184973631018,-1.9131174576987677,-2.84180975700094,-2.7822242116109677,-2.604046496743437,0.3686471584519424,0.4889589905362776,0.5021052631578947,0.5136842105263157,0.48210526315789476,0.5189473684210526,0.5011602191598871,0.0140434146482042,24,0.8073684210526316,0.8111023414890818,0.8766114180478821,0.835043409629045,0.8013680610365693,0.8262987302510421,0.02763570544060666
