,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_train_neg_mean_squared_error,split1_train_neg_mean_squared_error,split2_train_neg_mean_squared_error,mean_train_neg_mean_squared_error,std_train_neg_mean_squared_error,split0_test_acc,split1_test_acc,split2_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_train_acc,split1_train_acc,split2_train_acc,mean_train_acc,std_train_acc
0,32.64092540740967,1.1764880386603815,0.0690170129140218,0.0025274955069424596,800,5,1,auto,110,True,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 110, 'bootstrap': True}",-0.8088143523810871,-0.8168300892240631,-0.48140183851354557,-0.7023487600395653,0.15626733420254063,10,-0.10708150945596556,-0.10660271179130977,-0.1466475982523715,-0.12011060649988227,0.01876550488271287,0.4781144781144781,0.5488215488215489,0.5574324324324325,0.5281228197894865,0.035535545649891934,7,0.9510961214165261,0.9510961214165261,0.9579124579124579,0.9533682335818368,0.0032132518394151644
1,1.9034419854482014,0.06119694237371608,0.05511061350504557,0.002679274022278285,400,5,4,sqrt,30,True,"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",-0.765939982319595,-0.7936828192968759,-0.4372083056549868,-0.6656103690904859,0.16190129335922,5,-0.23081051159981886,-0.22147028281770698,-0.29794129482454007,-0.2500740297473553,0.03406137859710175,0.494949494949495,0.5454545454545454,0.5574324324324325,0.5326121576121576,0.027076737411105018,6,0.927487352445194,0.9460370994940978,0.9393939393939394,0.9376394637777438,0.007673848118141146
2,1.0947612126668294,0.0329585545808185,0.02995610237121582,0.0003231183717860002,200,2,2,sqrt,110,True,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 110, 'bootstrap': True}",-0.7645347152838199,-0.7920023234002923,-0.43947218133928556,-0.6653364066744659,0.1601033074582489,3,-0.13372929935707117,-0.12996446108558943,-0.17590785473883339,-0.14653387172716467,0.02082733236686759,0.5117845117845118,0.5218855218855218,0.5405405405405406,0.5247368580701914,0.011911475866656017,10,0.9527824620573356,0.9477234401349073,0.9579124579124579,0.9528061200349004,0.004159682727703935
3,0.926009734471639,0.023165718260060968,0.026313304901123047,0.0013207809289760128,200,2,4,sqrt,50,True,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",-0.7631100662220801,-0.7866389438413293,-0.4425526453450746,-0.664100551802828,0.15695223936464556,1,-0.23180250740240102,-0.22075829943520014,-0.2932205000704807,-0.2485937689693606,0.03187634942486833,0.5420875420875421,0.5353535353535354,0.5608108108108109,0.5460839627506294,0.010770229091161867,1,0.9291736930860034,0.9376053962900506,0.9242424242424242,0.9303405045394927,0.005517447611133634
4,6.40858793258667,0.21005541275443726,0.15607794125874838,0.0011523961685181274,1200,10,2,sqrt,40,True,"{'n_estimators': 1200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",-0.7621103499963268,-0.7899933075292284,-0.44176881184431593,-0.6646241564566236,0.15799312916895727,2,-0.20130530304130492,-0.1961302043373219,-0.26595381132176965,-0.22112977290013217,0.031765717652497825,0.531986531986532,0.5454545454545454,0.5472972972972973,0.541579458246125,0.006824813025765194,2,0.93929173693086,0.9443507588532883,0.9511784511784511,0.9449403156541999,0.004870604125232464
5,7.003679593404134,0.1896750249778331,0.15313100814819336,0.003408076945454049,1200,5,1,sqrt,20,True,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",-0.7643741828458303,-0.7907217757781795,-0.45298569778920056,-0.6693605521377367,0.1533777626409054,7,-0.1250291790660502,-0.11824730307723016,-0.15553628996430757,-0.1329375907025293,0.016217775571373452,0.5555555555555556,0.5387205387205387,0.5304054054054054,0.5415604998938331,0.010462044024094603,3,0.954468802698145,0.9510961214165261,0.968013468013468,0.957859464042713,0.007310795316307981
6,30.633858760197956,1.2002906740044395,0.06831661860148112,0.008711092646439588,800,10,1,auto,100,True,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",-0.8077969549104944,-0.8175331741004233,-0.48070563792105386,-0.7020119223106572,0.1565376464278962,9,-0.1508275392880245,-0.1522652812213951,-0.20627328194282438,-0.16978870081741468,0.025805170933867697,0.5151515151515151,0.5218855218855218,0.5472972972972973,0.5281114447781113,0.013842191886628705,8,0.9308600337268128,0.9342327150084317,0.9444444444444444,0.9365123977265629,0.005775336562073581
7,2.835651238759359,0.020692752173812418,0.08089335759480794,0.011381782993379427,600,2,1,sqrt,10,True,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': True}",-0.7642332780203671,-0.785020190849321,-0.4536306558060188,-0.667628041558569,0.1515567765293125,6,-0.23525954015796152,-0.21338851250486798,-0.281931468267599,-0.24352650697680947,0.028586608187061716,0.5185185185185185,0.5454545454545454,0.5540540540540541,0.539342372675706,0.015137427423621603,5,0.8482293423271501,0.8414839797639123,0.898989898989899,0.8629010736936538,0.02566680687158109
8,6.241937001546224,0.4995477970750435,0.12552706400553384,0.01554882537116312,1200,2,2,sqrt,30,True,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",-0.7640210876870213,-0.7900126260831104,-0.4421880567926007,-0.6654072568542441,0.15819607764663202,4,-0.12798559437146703,-0.12801197748672233,-0.1696774524030582,-0.1418916747537492,0.019647514748687225,0.5252525252525253,0.5488215488215489,0.5472972972972973,0.5404571237904571,0.010769267947948155,4,0.9595278246205734,0.9578414839797639,0.9764309764309764,0.964600095010438,0.00839397611700773
9,1.17220934232076,0.045552261171003465,0.028532981872558594,0.0004440780127838724,200,5,1,sqrt,70,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",-0.7765658105987503,-0.7936443638163863,-0.4509829801796357,-0.6737310515315906,0.15766091613177027,8,-0.11494427931638969,-0.11251286025028863,-0.15272505047861754,-0.12672739668176528,0.0184098968288706,0.5218855218855218,0.5185185185185185,0.5371621621621622,0.5258554008554008,0.008112390373349048,9,0.9477234401349073,0.9595278246205734,0.9562289562289562,0.9544934069948123,0.004972924801996097
