,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_train_neg_mean_squared_error,split1_train_neg_mean_squared_error,split2_train_neg_mean_squared_error,split3_train_neg_mean_squared_error,split4_train_neg_mean_squared_error,mean_train_neg_mean_squared_error,std_train_neg_mean_squared_error,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_train_acc,split1_train_acc,split2_train_acc,split3_train_acc,split4_train_acc,mean_train_acc,std_train_acc
0,98.86570010185241,7.1035002790969735,0.051916885375976565,0.001809175599324647,True,,auto,1,2,200,"{'bootstrap': True, 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-5.870178507540651,-3.5430312713793755,-7.04606889062993,-2.7174735897331934,-4.909748220840019,-4.817300096024633,1.5567621744512963,1,-0.6310835317734994,-0.7197493451741155,-0.5832557941531021,-0.7481939507574142,-0.6680736849679203,-0.6700712613652103,0.05938354204025117,0.49842271293375395,0.5168421052631579,0.49157894736842106,0.48,0.4863157894736842,0.49463191100780335,0.012650961957070949,1,0.9547368421052631,0.9476453564851355,0.9502762430939227,0.9492238884504078,0.9508024204156801,0.9505369501100818,0.0023606346611262396
