,mean_test_dir_acc,mean_test_mape,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tol,param_kernel,param_gamma,param_epsilon,param_C,params,split0_test_neg_mse,split1_test_neg_mse,split2_test_neg_mse,split3_test_neg_mse,split4_test_neg_mse,mean_test_neg_mse,std_test_neg_mse,rank_test_neg_mse,split0_train_neg_mse,split1_train_neg_mse,split2_train_neg_mse,split3_train_neg_mse,split4_train_neg_mse,mean_train_neg_mse,std_train_neg_mse,split0_test_dir_acc,split1_test_dir_acc,split2_test_dir_acc,split3_test_dir_acc,split4_test_dir_acc,std_test_dir_acc,rank_test_dir_acc,split0_train_dir_acc,split1_train_dir_acc,split2_train_dir_acc,split3_train_dir_acc,split4_train_dir_acc,mean_train_dir_acc,std_train_dir_acc,split0_test_mape,split1_test_mape,split2_test_mape,split3_test_mape,split4_test_mape,mean_test_mape,std_test_mape,rank_test_mape,split0_train_mape,split1_train_mape,split2_train_mape,split3_train_mape,split4_train_mape,mean_train_mape,std_train_mape
306,0.5143271033220563,106.56963410833657,1.6494175434112548,0.02504050917212383,0.26850452423095705,0.008236342307114952,1e-05,rbf,0.1,1e-05,1e-06,"{'tol': 1e-05, 'kernel': 'rbf', 'gamma': 0.1, 'epsilon': 1e-05, 'C': 1e-06}",-5.743632215086511,-3.405556985644254,-6.767710348165209,-2.677722482920949,-4.689377056844585,-4.656799817732301,1.491346031339148,228,-4.382624619723149,-4.967127026236943,-4.128827253588078,-5.15197236186052,-4.647618501097142,-4.655633952501167,0.3729620336858831,0.5178947368421053,0.530031612223393,0.5026343519494204,0.5089567966280295,0.512118018967334,0.009271464728962814,10,0.5134351949420443,0.5104029496971293,0.5172504608901765,0.5156702659994733,0.5148801685541217,0.514327808016589,0.002317346169539737,99.48284301137839,101.29174172528994,105.86144870169076,120.65022544914508,105.56191165417872,106.56963410833657,7.454647405217755,164,104.59531784920884,103.38154157039159,107.11320496233128,104.98070097625403,105.91888081595843,105.19792923482882,1.2567931445242189
305,0.5143271033220563,106.56645764821069,1.5841090202331543,0.01394749466121489,0.2607670783996582,0.01168502204092275,1e-10,rbf,1e-08,0.001,0.0001,"{'tol': 1e-10, 'kernel': 'rbf', 'gamma': 1e-08, 'epsilon': 0.001, 'C': 0.0001}",-5.743629461590455,-3.4055630071001097,-6.767732453615399,-2.6777118293618902,-4.689368498386192,-4.656801050010809,1.4913536675752137,313,-4.382655151659414,-4.967124914726649,-4.128846963215947,-5.151973242081258,-4.647600843714899,-4.655640223079634,0.37295195356999683,0.5178947368421053,0.530031612223393,0.5026343519494204,0.5089567966280295,0.512118018967334,0.009271464728962814,10,0.5134351949420443,0.5104029496971293,0.5172504608901765,0.5156702659994733,0.5148801685541217,0.514327808016589,0.002317346169539737,99.49826952853655,101.28545531642337,105.88888198926165,120.63643628492329,105.52324512190853,106.56645764821069,7.447952321405244,268,104.67750459187735,103.36985979816144,107.1475661012973,104.97651074117648,105.88183414824981,105.21065507615246,1.2593415684481513
307,0.5143271033220563,106.05485357906059,1.526935625076294,0.01492241927594112,0.2390723705291748,0.012104358533504724,0.001,rbf,1e-09,0.1,10,"{'tol': 0.001, 'kernel': 'rbf', 'gamma': 1e-09, 'epsilon': 0.1, 'C': 10}",-5.743634726906271,-3.4051903695098793,-6.767186744275935,-2.676044055192409,-4.689314841353641,-4.656274147447627,1.4917049672341347,42,-4.382894598203203,-4.967491205667121,-4.128427254107955,-5.151643349139114,-4.647471886218052,-4.655585658667089,0.3730095263618433,0.5178947368421053,0.530031612223393,0.5026343519494204,0.5089567966280295,0.512118018967334,0.009271464728962814,10,0.5134351949420443,0.5104029496971293,0.5172504608901765,0.5156702659994733,0.5148801685541217,0.514327808016589,0.002317346169539737,99.63508556566626,101.71863065777866,105.18027835358836,118.44243851191192,105.2978348063578,106.05485357906059,6.554486559368189,404,105.37115593887481,104.20995792668306,106.2803021171577,104.28093148077022,105.65927732639244,105.16032495797565,0.8030295620292536
308,0.5143271033220563,106.32084050732428,1.5968842506408691,0.007575378813288028,0.25356063842773435,0.011246523528698746,0.001,rbf,1e-09,0.01,1e-05,"{'tol': 0.001, 'kernel': 'rbf', 'gamma': 1e-09, 'epsilon': 0.01, 'C': 1e-05}",-5.743623803338204,-3.405599828006441,-6.767553650807963,-2.6769332711510962,-4.6893687253024465,-4.65661585572123,1.4915027080514123,84,-4.382747955602636,-4.967094075739935,-4.1287109172398955,-5.151814375422364,-4.647601390875823,-4.655593742976132,0.37292937315600605,0.5178947368421053,0.530031612223393,0.5026343519494204,0.5089567966280295,0.512118018967334,0.009271464728962814,10,0.5134351949420443,0.5104029496971293,0.5172504608901765,0.5156702659994733,0.5148801685541217,0.514327808016589,0.002317346169539737,99.54819626453173,101.24724211808156,105.66384880716744,119.62066048286364,105.52425486397703,106.32084050732428,7.064863888537064,388,104.94481780001048,103.2965435395845,106.8707530330683,104.64990467573362,105.8828290322728,105.12896961613394,1.2019412569114536
303,0.5143271033220563,106.05265250583068,1.4764131546020507,0.01701124762707132,0.2453145980834961,0.010631606486340383,0.001,rbf,0.01,0.1,1e-05,"{'tol': 0.001, 'kernel': 'rbf', 'gamma': 0.01, 'epsilon': 0.1, 'C': 1e-05}",-5.743624790254673,-3.4051884676240736,-6.767193892877433,-2.676043434542629,-4.68931322308673,-4.656272761677107,1.4917060184339015,40,-4.382881292512586,-4.96747391113671,-4.128407188889667,-5.151622743624213,-4.647458655369983,-4.655568758306631,0.3730088279792822,0.5178947368421053,0.530031612223393,0.5026343519494204,0.5089567966280295,0.512118018967334,0.009271464728962814,10,0.5134351949420443,0.5104029496971293,0.5172504608901765,0.5156702659994733,0.5148801685541217,0.514327808016589,0.002317346169539737,99.63568779979136,101.71983349419615,105.17923449893323,118.43175806729222,105.29674866894045,106.05265250583068,6.550225351136282,422,105.36861888621833,104.208973550646,106.27387965949109,104.27809297439426,105.65798946220872,105.15751090659168,0.8018009193359119
302,0.5143271033220563,104.69283970293961,1.559041166305542,0.020611179308286123,0.255289888381958,0.010011444089407639,0.1,rbf,1e-05,0.001,1e-10,"{'tol': 0.1, 'kernel': 'rbf', 'gamma': 1e-05, 'epsilon': 0.001, 'C': 1e-10}",-5.744463717961137,-3.407555298695655,-6.766804501410118,-2.675243238384157,-4.689068801963881,-4.65662711168299,1.4915329033387623,102,-4.381841573326721,-4.966273680787462,-4.128158166873067,-5.151515855759854,-4.646357793954645,-4.65482941414035,0.3730071540318592,0.5178947368421053,0.530031612223393,0.5026343519494204,0.5089567966280295,0.512118018967334,0.009271464728962814,10,0.5134351949420443,0.5104029496971293,0.5172504608901765,0.5156702659994733,0.5148801685541217,0.514327808016589,0.002317346169539737,98.93838322324233,99.80482235591323,104.6680820258429,117.36104814485371,102.69186276484594,104.69283970293961,6.65574202833467,463,100.88277093521316,100.66570611396666,105.62454006489845,103.94120570158964,103.11140990984455,102.84512654510249,1.8760676329474328
0,0.5143271033220563,106.32089169792292,1.6100058078765869,0.0024646249929922833,0.2510708808898926,0.003094210687857635,1e-10,rbf,0.0001,0.01,1e-08,"{'tol': 1e-10, 'kernel': 'rbf', 'gamma': 0.0001, 'epsilon': 0.01, 'C': 1e-08}",-5.743623804141025,-3.4055998278705295,-6.767553650984658,-2.676933465654588,-4.689368724920242,-4.656615894714209,1.4915026566063843,93,-4.382747954629388,-4.967094075112975,-4.128710916418049,-5.151814412999611,-4.647601389871714,-4.655593749806347,0.37292938343028187,0.5178947368421053,0.530031612223393,0.5026343519494204,0.5089567966280295,0.512118018967334,0.009271464728962814,10,0.5134351949420443,0.5104029496971293,0.5172504608901765,0.5156702659994733,0.5148801685541217,0.514327808016589,0.002317346169539737,99.5481962502864,101.24724212366156,105.66384897877606,119.62091631089535,105.52425482599514,106.32089169792292,7.0649602090176025,379,104.94481779399167,103.29654336485991,106.87075310185399,104.64998616536847,105.88282889667713,105.12898586455023,1.2019348177610814
296,0.5143271033220563,106.5747390123333,1.648719072341919,0.02513404390654956,0.2602109909057617,0.005334095503308057,1e-07,rbf,0.1,0.0001,0.001,"{'tol': 1e-07, 'kernel': 'rbf', 'gamma': 0.1, 'epsilon': 0.0001, 'C': 0.001}",-5.743630307705122,-3.4055408053788354,-6.767756842463667,-2.677712349555997,-4.689356607265425,-4.6567993824738085,1.4913642305908563,211,-4.3797675631179915,-4.964121290594501,-4.1260474524139985,-5.148832373197743,-4.6446763609168915,-4.652689008048225,0.372840435342404,0.5178947368421053,0.530031612223393,0.5026343519494204,0.5089567966280295,0.512118018967334,0.009271464728962814,10,0.5134351949420443,0.5104029496971293,0.5172504608901765,0.5156702659994733,0.5148801685541217,0.514327808016589,0.002317346169539737,99.4856577235506,101.29414524094176,105.9278911519437,120.60891159589993,105.55708934933044,106.5747390123333,7.437093077188985,160,104.22599984316967,103.0027957474423,106.80241251320656,104.69797520240682,105.5457139522201,104.85497945168909,1.2743986688488338
297,0.5143271033220563,106.36850172501306,2.265259838104248,0.0936356053127237,0.26778650283813477,0.01301633021847228,0.0001,rbf,1,1e-05,1,"{'tol': 0.0001, 'kernel': 'rbf', 'gamma': 1, 'epsilon': 1e-05, 'C': 1}",-5.7436255395805915,-3.405516394771519,-6.767020286535313,-2.6780785681918973,-4.689246704443955,-4.656697498704656,1.4910614549841203,112,-2.3219499440530353,-2.7609941148252704,-2.1128677537365985,-2.8361120500633734,-2.510327187826241,-2.5084502101009036,0.269225577256525,0.5178947368421053,0.530031612223393,0.5026343519494204,0.5089567966280295,0.512118018967334,0.009271464728962814,10,0.9944678609062171,0.9931524888069528,0.9915722939162497,0.9915722939162497,0.99341585462207,0.9928361584335479,0.0011218977289941595,99.52754081563202,101.33461719735688,104.959759770647,121.1098522238402,104.91073861758917,106.36850172501306,7.66232055322778,364,23.005328726213335,24.080582969061744,22.85695311115536,25.636189519457098,23.775022212882444,23.870815307753997,0.9946565711461108
310,0.5143271033220563,106.42834423084442,1.7505529403686524,0.029305766033056662,0.27260475158691405,0.011128538855485424,0.01,rbf,1,1e-05,0.01,"{'tol': 0.01, 'kernel': 'rbf', 'gamma': 1, 'epsilon': 1e-05, 'C': 0.01}",-5.743623361478688,-3.4056583253616366,-6.767611326128686,-2.677277238280546,-4.689383432116131,-4.656710736673138,1.4914179137961325,117,-4.354267428393075,-4.937068373411421,-4.100725084265265,-5.120613728750538,-4.618318743234676,-4.626198671610995,0.37181108254892925,0.5178947368421053,0.530031612223393,0.5026343519494204,0.5089567966280295,0.512118018967334,0.009271464728962814,10,0.5134351949420443,0.5104029496971293,0.5172504608901765,0.5156702659994733,0.5148801685541217,0.514327808016589,0.002317346169539737,99.55616553882469,101.18760266441318,105.73721333002383,120.07041421932615,105.59032540163417,106.42834423084442,7.238483586939798,352,101.3499445516848,99.72842805497734,103.4554677792505,102.02044773808294,102.56580627354859,101.82401887950883,1.254328961562132
