,mean_test_dir_acc,mean_test_mape,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tol,param_kernel,param_gamma,param_epsilon,param_C,params,split0_test_neg_mse,split1_test_neg_mse,split2_test_neg_mse,split3_test_neg_mse,split4_test_neg_mse,mean_test_neg_mse,std_test_neg_mse,rank_test_neg_mse,split0_train_neg_mse,split1_train_neg_mse,split2_train_neg_mse,split3_train_neg_mse,split4_train_neg_mse,mean_train_neg_mse,std_train_neg_mse,split0_test_dir_acc,split1_test_dir_acc,split2_test_dir_acc,split3_test_dir_acc,split4_test_dir_acc,std_test_dir_acc,rank_test_dir_acc,split0_train_dir_acc,split1_train_dir_acc,split2_train_dir_acc,split3_train_dir_acc,split4_train_dir_acc,mean_train_dir_acc,std_train_dir_acc,split0_test_mape,split1_test_mape,split2_test_mape,split3_test_mape,split4_test_mape,mean_test_mape,std_test_mape,rank_test_mape,split0_train_mape,split1_train_mape,split2_train_mape,split3_train_mape,split4_train_mape,mean_train_mape,std_train_mape
155,0.5488732304957786,184.46824662585482,0.512053394317627,0.00893380216598043,0.11610984802246094,0.000701216481841499,0.1,rbf,1e-06,1e-06,1,"{'tol': 0.1, 'kernel': 'rbf', 'gamma': 1e-06, 'epsilon': 1e-06, 'C': 1}",-0.9152615483908364,-0.5006854704538171,-1.0788403547011662,-0.27610306669481793,-0.6326141781514942,-0.6807009236784264,0.28703693754335835,404,-0.17607598541646144,-0.2929101692435712,-0.2041343640848059,-0.31047369033805866,-0.29117229759189395,-0.25495330133495825,0.054109608122936324,0.5898876404494382,0.5337078651685393,0.5730337078651685,0.550561797752809,0.4971751412429379,0.032160355992583434,1,0.9774964838255977,0.9507735583684951,0.9507735583684951,0.9507735583684951,0.9536516853932584,0.9566937688648682,0.01046091677196316,127.76096235591827,149.98370104752186,142.0498729596204,293.72368132596137,208.82301544025225,184.46824662585482,61.21131132889705,103,25.770993252877698,34.38773105035109,31.4617313032928,31.508129619610635,33.38147728683054,31.302012502592554,2.983487926800048
70,0.5478067669650224,134.55391251193208,0.5351884841918946,0.006365589547014441,0.1221919059753418,0.0020470566219685125,1e-08,rbf,1e-06,0.0001,0.1,"{'tol': 1e-08, 'kernel': 'rbf', 'gamma': 1e-06, 'epsilon': 0.0001, 'C': 0.1}",-0.8914775673607538,-0.47365082773506734,-1.0831631790911371,-0.2530080501690719,-0.5952287230743638,-0.6593056694860788,0.2957060396410736,16,-0.5130622512689604,-0.6232372507940525,-0.47969431920206157,-0.6717924016424915,-0.5978384332410268,-0.5771249312297185,0.07087182269332053,0.5955056179775281,0.5617977528089888,0.5,0.5337078651685393,0.5480225988700564,0.03148091693621819,2,0.8579465541490858,0.790436005625879,0.7580872011251758,0.8059071729957806,0.8328651685393258,0.8090484204870494,0.03438488116899842,101.95309268970792,123.83843638788734,138.73507962401587,174.8356819184202,133.407271939629,134.55391251193208,23.74469528625205,121,78.25944190573382,83.8012805391578,85.01757449500457,84.03212287062331,79.07572421870621,82.03722880584515,2.7934253008333454
321,0.5478067669650224,134.56032163086903,0.5631641387939453,0.004848148677326367,0.12990384101867675,0.003091238167575662,0.001,rbf,1e-06,1e-10,0.1,"{'tol': 0.001, 'kernel': 'rbf', 'gamma': 1e-06, 'epsilon': 1e-10, 'C': 0.1}",-0.8914864553048649,-0.47366238803078664,-1.083157404864448,-0.253013475452115,-0.595223241883881,-0.659308593107219,0.29570307514591665,17,-0.5130633961658444,-0.6232359280372439,-0.47969134916354783,-0.6717912482153058,-0.5978359655425214,-0.5771235774248927,0.0708718078227537,0.5955056179775281,0.5617977528089888,0.5,0.5337078651685393,0.5480225988700564,0.03148091693621819,2,0.8579465541490858,0.790436005625879,0.7580872011251758,0.8059071729957806,0.8328651685393258,0.8090484204870494,0.03438488116899842,101.95634605916435,123.84044151306787,138.72643504268615,174.8547112703794,133.42367426904727,134.56032163086903,23.7496162386944,118,78.27801692582861,83.82991334848488,85.04383910007651,84.05396018645914,79.10325928168315,82.06179776850647,2.794904712160621
160,0.5477432869929537,183.58855522225772,0.5536177635192872,0.008212147371557834,0.1286775588989258,0.0007887857134098461,0.01,rbf,1e-06,0.01,1,"{'tol': 0.01, 'kernel': 'rbf', 'gamma': 1e-06, 'epsilon': 0.01, 'C': 1}",-0.9149513299762269,-0.5017782462509723,-1.079811421707932,-0.2749467357514439,-0.6319380335319246,-0.6806851534437,0.2874682751950471,403,-0.1756446112398216,-0.2925299208352487,-0.20331611196863703,-0.31000327792602095,-0.2907778090336074,-0.2544543462006671,0.05418656748074434,0.5955056179775281,0.5280898876404494,0.5617977528089888,0.5617977528089888,0.4915254237288136,0.03527889039049501,4,0.980309423347398,0.9507735583684951,0.9493670886075949,0.9521800281293952,0.9550561797752809,0.9575372556456327,0.011540593366536194,127.50124522090853,147.19629055808943,141.2304035371467,291.9159796273432,210.09885716780067,183.58855522225772,61.1588477200749,104,20.618016059162816,27.288855609185553,26.963011471508153,27.772742037236988,27.948541613405915,26.11823335809989,2.772140838050567
239,0.5466831714594045,134.55819351434016,0.549976921081543,0.006561410558504826,0.12763595581054688,0.0005302068771832688,0.0001,rbf,1e-06,1e-07,0.1,"{'tol': 0.0001, 'kernel': 'rbf', 'gamma': 1e-06, 'epsilon': 1e-07, 'C': 0.1}",-0.8914766632654398,-0.4736495294626676,-1.083157559454389,-0.2530078287653635,-0.5952274822046777,-0.6593038126305075,0.29570456430462605,14,-0.5130617396459382,-0.6232368029263899,-0.4796931749284346,-0.6717913284258823,-0.5978371381290012,-0.5771240368111292,0.07087180910907218,0.5898876404494382,0.5617977528089888,0.5,0.5337078651685393,0.5480225988700564,0.029814586519763497,5,0.8579465541490858,0.790436005625879,0.7580872011251758,0.8059071729957806,0.8328651685393258,0.8090484204870494,0.03438488116899842,101.95420963292403,123.84129983694822,138.73584236475668,174.84598073866633,133.41363499840554,134.55819351434016,23.747589934890357,120,78.2373448686151,83.77110992707581,84.99466060287632,84.02552098267132,79.05257590230867,82.01624245670943,2.794677838815657
213,0.5466831714594045,134.5587735747779,0.565218162536621,0.008523497982091592,0.11773738861083985,0.0035786195837524872,1e-05,rbf,1e-06,1e-06,0.1,"{'tol': 1e-05, 'kernel': 'rbf', 'gamma': 1e-06, 'epsilon': 1e-06, 'C': 0.1}",-0.8914761046676198,-0.47364999093529236,-1.0831573961219019,-0.2530083970454601,-0.5952281740762178,-0.6593040125692984,0.29570418567198803,15,-0.5130613926021679,-0.623236702281562,-0.47969299660757975,-0.6717908351992933,-0.5978372657282178,-0.5771238384837641,0.07087178347412747,0.5898876404494382,0.5617977528089888,0.5,0.5337078651685393,0.5480225988700564,0.029814586519763497,5,0.8579465541490858,0.790436005625879,0.7580872011251758,0.8059071729957806,0.8328651685393258,0.8090484204870494,0.03438488116899842,101.9543979222182,123.84166415283416,138.73582065211244,174.84804071983487,133.41394442688977,134.5587735747779,23.74820056006363,119,78.23214747630878,83.76710854818381,84.99184304308076,84.02297516787158,79.04743408261655,82.01230166361229,2.7957048280339833
98,0.5433060369453437,253.05542175022885,0.7159609317779541,0.018903098945430626,0.11979575157165527,0.007212646169253995,1e-08,rbf,1e-06,1e-10,10,"{'tol': 1e-08, 'kernel': 'rbf', 'gamma': 1e-06, 'epsilon': 1e-10, 'C': 10}",-1.0074174764413197,-0.5659205339945347,-1.1244237936509656,-0.36290558878914103,-0.690930224863604,-0.750319523547913,0.2805968621646055,414,-9.419708084647362e-15,-0.013833374245851583,-0.01483155454405956,-0.013917436514923952,-0.0133207288166641,-0.011180618824301724,0.005611469007338405,0.5561797752808989,0.5280898876404494,0.5224719101123596,0.5674157303370787,0.5423728813559322,0.016813525948423592,7,0.9943741209563994,0.9929676511954993,0.9887482419127989,0.9887482419127989,0.9929775280898876,0.9915631568134767,0.002354657588082943,161.75859787073168,167.52423112677994,181.3707349658695,448.3832896272405,306.2402551605227,253.05542175022885,111.14944121639157,87,5.945623048668881e-05,1.0430628167785891,1.7345068895404814,1.6928315733259827,1.3400548856042176,1.1621031242959514,0.6333248246726982
449,0.5433060369453437,253.04724760775116,0.6362054347991943,0.013625514050889565,0.11894726753234863,0.005659600711894405,1e-06,rbf,1e-06,0.0001,10,"{'tol': 1e-06, 'kernel': 'rbf', 'gamma': 1e-06, 'epsilon': 0.0001, 'C': 10}",-1.007407320092074,-0.5659029551592611,-1.1244154019917942,-0.3628987265096131,-0.6909214590271543,-0.7503091725559793,0.2805973398333512,411,-1.0004937721665198e-08,-0.013832022859627773,-0.014829727636926228,-0.013916052549402444,-0.013319597164985464,-0.011179482043175927,0.005610878212927689,0.5561797752808989,0.5280898876404494,0.5224719101123596,0.5674157303370787,0.5423728813559322,0.016813525948423592,7,0.9943741209563994,0.9929676511954993,0.9887482419127989,0.9887482419127989,0.9929775280898876,0.9915631568134767,0.002354657588082943,161.7499705118368,167.51421278677864,181.37085778911865,448.370071800632,306.2311251503897,253.04724760775116,111.14686517342703,90,0.08591396024070543,1.1242798506400662,1.8144358015480933,1.7508015818388474,1.4175744532969181,1.2386011295129262,0.6273313938445848
484,0.5433060369453437,253.05534011962044,0.7000820159912109,0.01723153423126588,0.11444182395935058,0.010974895886171825,1e-08,rbf,1e-06,1e-06,10,"{'tol': 1e-08, 'kernel': 'rbf', 'gamma': 1e-06, 'epsilon': 1e-06, 'C': 10}",-1.0074173747664934,-0.5659203584703261,-1.1244237097308476,-0.3629055203181799,-0.6909301358209085,-0.7503194198213511,0.28059686690166036,413,-1.0151651819125002e-12,-0.0138333606264784,-0.014831536168671805,-0.013917422607615009,-0.013320717393529032,-0.011180607359461883,0.0056114631002934885,0.5561797752808989,0.5280898876404494,0.5224719101123596,0.5674157303370787,0.5423728813559322,0.016813525948423592,7,0.9943741209563994,0.9929676511954993,0.9887482419127989,0.9887482419127989,0.9929775280898876,0.9915631568134767,0.002354657588082943,161.75851158829414,167.5241311603926,181.37073600573078,448.383156970246,306.24016487343874,253.05534011962044,111.14941537641704,88,0.0008552123715276185,1.0437306474526096,1.735174674067509,1.6932816283999743,1.340694382620811,1.1627473089824865,0.6332397844865922
273,0.5433060369453437,253.0463472755617,0.6186881065368652,0.009145504824977797,0.1303253173828125,0.0026699054818574053,0.0001,rbf,1e-06,0.0001,10,"{'tol': 0.0001, 'kernel': 'rbf', 'gamma': 1e-06, 'epsilon': 0.0001, 'C': 10}",-1.0074041509892253,-0.5659007750549686,-1.1244159360217245,-0.3628989294615934,-0.690920736076704,-0.7503081055208431,0.2805971626055789,410,-1.1918500054664724e-08,-0.013832008603306068,-0.014829757020610356,-0.013915868961651735,-0.013319569885188117,-0.011179443277851267,0.005610859937001105,0.5561797752808989,0.5280898876404494,0.5224719101123596,0.5674157303370787,0.5423728813559322,0.016813525948423592,7,0.9943741209563994,0.9929676511954993,0.9887482419127989,0.9887482419127989,0.9929775280898876,0.9915631568134767,0.002354657588082943,161.74820442380647,167.51144741855327,181.3710963978341,448.36772842522254,306.23325971239206,253.0463472755617,111.14693082482063,91,0.09297234928702608,1.1258054885746656,1.8170659544798005,1.7546775446273022,1.424602092096412,1.2430246858130414,0.626201740254385
