DATE,RETURN
2000-01-05,-3.625172902063501
2000-01-12,2.3467128061926523
2000-01-19,0.4475820864995761
2000-01-26,-9.050010233263572
2000-02-02,-2.724182796322916
2000-02-09,2.325686216426704
2000-02-16,-0.531739371869433
2000-02-23,1.8723382133273516
2000-03-01,3.661295264751274
2000-03-08,-8.235609929911858
2000-03-15,-4.680341372907293
2000-03-22,-2.6407756296755736
2000-03-29,-2.768601825134853
2000-04-05,1.1714308106892446
2000-04-12,5.3174023672632575
2000-04-19,5.479794837622887
2000-04-26,-6.734442295195287
2000-05-03,-0.9726975307438046
2000-05-10,-1.273001632200632
2000-05-17,-1.2851039219159863
2000-05-24,4.37676692338278
2000-05-31,-4.4796174490890905
2000-06-07,-1.6590866416220873
2000-06-14,-0.03055767785431485
2000-06-21,1.7089308111045918
2000-06-28,-0.4697049499869266
2000-07-05,-1.0635416921953755
2000-07-12,2.435483180688625
2000-07-19,-2.66513236016781
2000-07-26,-0.28725333935240016
2000-08-02,1.4968205332205995
2000-08-09,3.756310157564835
2000-08-16,1.5156589480675997
2000-08-23,-0.03201536764980695
2000-08-30,1.5762678588774115
2000-09-06,3.0485740151581897
2000-09-13,-1.1156897878553895
2000-09-20,0.7010004440621387
2000-09-27,-1.7457989813582933
2000-10-04,-3.0271548337877263
2000-10-11,-0.2707175664490524
2000-10-18,0.4486324258673236
2000-10-25,-2.6707383421431534
2000-11-01,1.336593409520903
2000-11-08,-1.5672412407631509
2000-11-15,2.334293293435552
2000-11-22,1.4525395048666123
2000-11-29,1.6326893287428756
2000-12-06,3.3285977633466857
2000-12-13,-3.620614044662052
2000-12-20,-12.741516560708632
2000-12-27,-1.680711831638115
2001-01-03,2.31810452368384
2001-01-10,5.952054085158932
2001-01-17,-1.4009568691062402
2001-01-24,-0.6337156822734613
2001-01-31,-1.7319449200180692
2001-02-07,3.25020484361227
2001-02-14,-1.9105659079585724
2001-02-21,0.13976242666378091
2001-02-28,-3.2730848388391016
2001-03-07,1.918105885184396
2001-03-14,-3.5598864671561263
2001-03-21,1.6787879962798955
2001-03-28,-4.40404193649484
2001-04-04,1.8956152078641877
2001-04-11,-0.175777862099169
2001-04-18,-0.2153626101598416
2001-04-25,2.697056187756086
2001-05-02,-1.706404718136234
2001-05-09,3.7320441616889517
2001-05-16,-0.45084175549296995
2001-05-23,-3.0719139037530314
2001-05-30,-0.17400387198733824
2001-06-06,-1.010838932076119
2001-06-13,-1.104602187490622
2001-06-20,-3.5923136859492555
2001-06-27,-4.940214226858952
2001-07-04,
2001-07-11,-0.5525893597110088
2001-07-18,-2.721256352488499
2001-07-25,2.004226664011544
2001-08-01,0.4857099031328804
2001-08-08,-1.9717433907135096
2001-08-15,-2.122000140321667
2001-08-22,-2.758795651882906
2001-08-29,-0.33191990642853497
2001-09-05,0.33351893061381865
2001-09-12,-0.0361729068874439
2001-09-19,-3.9609138095046066
2001-09-26,3.4979718896026584
2001-10-03,-2.362490085913693
2001-10-10,-0.17754110300463033
2001-10-17,-0.5466984003598796
2001-10-24,3.3274788884872564
2001-10-31,-2.9283988883885392
2001-11-07,0.8991069559857401
2001-11-14,-9.378073775242648
2001-11-21,-1.7795023358457396
2001-11-28,-1.0272303989080191
2001-12-05,-0.4576667027411663
2001-12-12,1.8671602293063303
2001-12-19,-0.0516129043715452
2001-12-26,1.99081006773608
2002-01-02,2.8481780372323846
2002-01-09,-2.4308440476541904
2002-01-16,-0.15810279973185182
2002-01-23,3.951394986024015
2002-01-30,-0.9893337658657853
2002-02-06,-1.4562145351264097
2002-02-13,2.0501313982519864
2002-02-20,-2.2396262295727887
2002-02-27,0.1402852696749335
2002-03-06,0.6021523570685972
2002-03-13,-1.6841638571143849
2002-03-20,-0.4004811119512564
2002-03-27,0.1552192783508488
2002-04-03,-0.7233304593520007
2002-04-10,2.713344751440028
2002-04-17,4.011548496904549
2002-04-24,0.0
2002-05-01,-2.7459981417489843
2002-05-08,3.5567452082086337
2002-05-15,-3.488320199134876
2002-05-22,-1.2509361063465896
2002-05-29,2.208291628774939
2002-06-05,-1.191909223721055
2002-06-12,2.367457509713189
2002-06-19,0.8246659734070239
2002-06-26,2.313776649722365
2002-07-03,-0.03727865840001954
2002-07-10,2.155500356182971
2002-07-17,0.7199455142854472
2002-07-24,0.6368255273428769
2002-07-31,-1.5059972417459375
2002-08-07,-2.2322355437898183
2002-08-14,-0.5659725047740151
2002-08-21,0.8265876125964411
2002-08-28,-1.8548213292940208
2002-09-04,1.8558705389768448
2002-09-11,0.5051366188032258
2002-09-18,1.6709681199067017
2002-09-25,-0.32530933047643096
2002-10-02,-0.3915176289918776
2002-10-09,-0.8493341357199924
2002-10-16,-1.5251947916895767
2002-10-23,0.9265925168935762
2002-10-30,0.14908687070058768
2002-11-06,-1.313267232728066
2002-11-13,-3.5364089240963903
2002-11-20,2.2094139695288284
2002-11-27,1.0099206839746078
2002-12-04,-1.994894377899259
2002-12-11,-0.8692557450532323
2002-12-18,1.2241674793339374
2002-12-25,
2003-01-01,
2003-01-08,-1.7459221371768583
2003-01-15,2.4677566058972644
2003-01-22,-0.8703275128301602
2003-01-29,2.5363678491854724
2003-02-05,0.8886314400532669
2003-02-12,1.1226612439481976
2003-02-19,0.3788908456958673
2003-02-26,5.134875596655596
2003-03-05,-0.2438695152533921
2003-03-12,2.8389694522773286
2003-03-19,-5.004292953494671
2003-03-26,-15.190902903427528
2003-04-02,-3.205513121911663
2003-04-09,3.374661177417515
2003-04-16,-1.0235503894027165
2003-04-23,-6.489509093988709
