DATE,RETURN
2000-01-06,0.005663445558400149
2000-01-13,0.012469460642122066
2000-01-20,0.019054676545198657
2000-01-27,-0.016035329013292188
2000-02-03,0.026534364191238335
2000-02-10,0.02680572869421205
2000-02-17,-0.02155691424174666
2000-02-24,0.001324065072619618
2000-03-02,-0.006327132781072553
2000-03-09,0.01241461114024034
2000-03-16,0.02046522618757063
2000-03-23,0.006940667131920986
2000-03-30,0.011691628559616252
2000-04-06,-0.009752369082432821
2000-04-13,-0.007877157706150495
2000-04-20,-0.0032924851400557564
2000-04-27,0.033455927896304694
2000-05-04,0.01788423225642033
2000-05-11,0.04010999733816556
2000-05-18,0.030173257823516764
2000-05-25,0.017904987613033274
2000-06-01,0.03918096568220886
2000-06-08,0.016590866416220873
2000-06-15,-0.000611433831338104
2000-06-22,0.031600054687402235
2000-06-29,0.026940784031186826
2000-07-06,-0.018704400918696074
2000-07-13,0.03465933963016887
2000-07-20,-0.00515797404026852
2000-07-27,0.01428085676803148
2000-08-03,0.022732225585064825
2000-08-10,0.02310172690303558
2000-08-17,-0.0009405863681379856
2000-08-24,0.06747608507367797
2000-08-31,-0.004823645168342328
2000-09-07,0.005987188234127583
2000-09-14,0.014654424032062074
2000-09-21,-0.09520271647608203
2000-09-28,-0.0315524629347772
2000-10-05,-0.008120882700357157
2000-10-12,0.082634341852728
2000-10-19,-0.013519809356341117
2000-10-26,0.0038592893380693383
2000-11-02,-0.016735519148946665
2000-11-09,0.028449291020811174
2000-11-16,-0.01989267074220269
2000-11-30,-0.028451838518130046
2000-12-07,-0.02953234756501777
2000-12-14,-0.02429269256904476
2000-12-21,0.00886496458895003
2000-12-28,-0.027880362269451453
2001-01-04,0.000715819644022897
2001-01-11,0.0
2001-01-18,0.021599111803461746
2001-01-25,0.004756628597394563
2001-02-01,0.04308358613631169
2001-02-08,0.009548131100150403
2001-02-15,-0.020168176334591337
2001-02-22,-0.00419874654634933
2001-03-01,0.01559980845820741
2001-03-08,-0.02235510489519621
2001-03-15,0.0026390213242546423
2001-03-22,-0.009122070096577062
2001-03-29,0.0015122876228121918
2001-04-05,0.002941178590816218
2001-04-12,0.011544644574404739
2001-04-19,0.003228702356372626
2001-04-26,0.0934503017393733
2001-05-03,0.02723422076062798
2001-05-10,0.003867116789725067
2001-05-17,0.008652069892585157
2001-05-24,-0.030977485740240063
2001-05-31,-0.011208523648092772
2001-06-07,0.012619601402773295
2001-06-14,0.010702674232048182
2001-06-21,0.012366655637211732
2001-06-28,0.0031116322266959706
2001-07-05,0.029617910009799964
2001-07-12,-0.008160282671336283
2001-07-19,0.0
2001-07-26,0.0011225445519276178
2001-08-02,0.03767130391412721
2001-08-09,0.0036140263405561868
2001-08-16,-0.0014550748293009619
2001-08-23,-0.0583498830622764
2001-08-30,-0.015636953014356525
2001-09-06,0.018692133012152556
2001-09-13,0.03344317360225224
2001-09-20,-0.004875314363173899
2001-09-27,0.017699577099401065
2001-10-04,0.023624900859136932
2001-10-11,0.04261514375218045
2001-10-18,-0.02591537905151231
2001-10-25,-0.011428695823623158
2001-11-01,-0.0350407820047689
2001-11-08,0.05325556479203053
2001-11-15,-0.11485812735890111
2001-11-29,-0.043255688365460454
2001-12-06,-0.04856083266974531
2001-12-13,-0.009841522844791228
2001-12-20,-0.036807519865273086
2001-12-27,-0.01179537148154619
2002-01-03,-0.02297851222092362
2002-01-10,0.00784317746102614
2002-01-17,-0.0409099027441262
2002-01-24,0.024309446355400333
2002-01-31,0.03091436291244687
2002-02-07,-0.0010121458353946622
2002-02-14,0.0
2002-02-21,0.024320264813249892
