DATE	M2	M2_CHG	M2_PCH
2014-07-28	11457.5	16.3	0.14247
2014-08-04	11459.1	1.6	0.01396
2014-08-11	11436.9	-22.2	-0.19373
2014-08-18	11450.4	13.5	0.11804
2014-08-25	11464.6	14.2	0.12401
2014-09-01	11479.3	14.7	0.12822
2014-09-08	11468.9	-10.4	-0.09060
2014-09-15	11484.2	15.3	0.13340
2014-09-22	11496.8	12.6	0.10972
2014-09-29	11515.3	18.5	0.16091
2014-10-06	11531.0	15.7	0.13634
2014-10-13	11527.7	-3.3	-0.02862
2014-10-20	11556.8	29.1	0.25244
2014-10-27	11591.8	35.0	0.30285
2014-11-03	11552.5	-39.3	-0.33903
2014-11-10	11581.9	29.4	0.25449
2014-11-17	11583.5	1.6	0.01381
2014-11-24	11596.1	12.6	0.10878
2014-12-01	11627.0	30.9	0.26647
2014-12-08	11642.6	15.6	0.13417
2014-12-15	11663.7	21.1	0.18123
2014-12-22	11682.8	19.1	0.16376
2014-12-29	11695.8	13.0	0.11127
2015-01-05	11678.6	-17.2	-0.14706
2015-01-12	11704.5	25.9	0.22177
2015-01-19	11714.4	9.9	0.08458
2015-01-26	11760.4	46.0	0.39268
2015-02-02	11817.6	57.2	0.48638
2015-02-09	11827.0	9.4	0.07954
2015-02-16	11844.7	17.7	0.14966
2015-02-23	11875.1	30.4	0.25665
2015-03-02	11881.8	6.7	0.05642
2015-03-09	11855.3	-26.5	-0.22303
2015-03-16	11862.4	7.1	0.05989
2015-03-23	11867.6	5.2	0.04384
2015-03-30	11881.4	13.8	0.11628
2015-04-06	11909.1	27.7	0.23314
2015-04-13	11919.8	10.7	0.08985
2015-04-20	11921.9	2.1	0.01762
2015-04-27	11913.8	-8.1	-0.06794
2015-05-04	11915.7	1.9	0.01595
2015-05-11	11928.1	12.4	0.10406
2015-05-18	11940.5	12.4	0.10396
2015-05-25	11966.0	25.5	0.21356
2015-06-01	11979.6	13.6	0.11366
2015-06-08	11959.4	-20.2	-0.16862
2015-06-15	11970.0	10.6	0.08863
2015-06-22	12009.3	39.3	0.32832
2015-06-29	12028.6	19.3	0.16071
2015-07-06	12046.8	18.2	0.15131
2015-07-13	12035.7	-11.1	-0.09214
2015-07-20	12040.6	4.9	0.04071
2015-07-27	12058.0	17.4	0.14451
2015-08-03	12047.7	-10.3	-0.08542
2015-08-10	12067.7	20.0	0.16601
2015-08-17	12097.8	30.1	0.24943
2015-08-24	12115.3	17.5	0.14465
2015-08-31	12128.5	13.2	0.10895
2015-09-07	12128.2	-0.3	-0.00247
2015-09-14	12150.1	21.9	0.18057
2015-09-21	12176.0	25.9	0.21317
2015-09-28	12161.2	-14.8	-0.12155
2015-10-05	12155.7	-5.5	-0.04523
2015-10-12	12153.9	-1.8	-0.01481
2015-10-19	12159.9	6.0	0.04937
2015-10-26	12220.5	60.6	0.49836
2015-11-02	12261.3	40.8	0.33387
2015-11-09	12263.7	2.4	0.01957
2015-11-16	12275.6	11.9	0.09703
2015-11-23	12290.3	14.7	0.11975
2015-11-30	12285.8	-4.5	-0.03661
2015-12-07	12296.1	10.3	0.08384
2015-12-14	12314.7	18.6	0.15127
2015-12-21	12365.4	50.7	0.41170
2015-12-28	12363.9	-1.5	-0.01213
2016-01-04	12347.7	-16.2	-0.13103
2016-01-11	12445.3	97.6	0.79043
2016-01-18	12456.3	11.0	0.08839
2016-01-25	12497.2	40.9	0.32835
2016-02-01	12520.9	23.7	0.18964
2016-02-08	12492.6	-28.3	-0.22602
2016-02-15	12532.6	40.0	0.32019
2016-02-22	12557.3	24.7	0.19709
2016-02-29	12554.3	-3.0	-0.02389
2016-03-07	12559.4	5.1	0.04062
2016-03-14	12564.1	4.7	0.03742
2016-03-21	12598.3	34.2	0.27220
2016-03-28	12639.1	40.8	0.32385
2016-04-04	12643.7	4.6	0.03639
2016-04-11	12653.7	10.0	0.07909
2016-04-18	12673.9	20.2	0.15964
2016-04-25	12713.0	39.1	0.30851
2016-05-02	12738.2	25.2	0.19822
2016-05-09	12739.7	1.5	0.01178
2016-05-16	12746.4	6.7	0.05259
2016-05-23	12766.3	19.9	0.15612
2016-05-30	12753.2	-13.1	-0.10261
2016-06-06	12770.5	17.3	0.13565
2016-06-13	12817.6	47.1	0.36882
2016-06-20	12834.9	17.3	0.13497
2016-06-27	12840.8	5.9	0.04597
2016-07-04	12837.8	-3.0	-0.02336
2016-07-11	12849.2	11.4	0.08880
2016-07-18	12873.9	24.7	0.19223
2016-07-25	12903.0	29.1	0.22604
2016-08-01	12928.8	25.8	0.19995
2016-08-08	12946.4	17.6	0.13613
2016-08-15	12955.0	8.6	0.06643
2016-08-22	12981.8	26.8	0.20687
2016-08-29	12986.8	5.0	0.03852
2016-09-05	12997.9	11.1	0.08547
2016-09-12	13032.0	34.1	0.26235
2016-09-19	13029.5	-2.5	-0.01918
2016-09-26	13047.4	17.9	0.13738
2016-10-03	13048.4	1.0	0.00766
2016-10-10	13102.3	53.9	0.41308
2016-10-17	13098.1	-4.2	-0.03206
2016-10-24	13110.1	12.0	0.09162
2016-10-31	13135.6	25.5	0.19451
2016-11-07	13128.4	-7.2	-0.05481
2016-11-14	13170.0	41.6	0.31687
2016-11-21	13210.2	40.2	0.30524
2016-11-28	13200.3	-9.9	-0.07494
2016-12-05	13198.5	-1.8	-0.01364
2016-12-12	13200.4	1.9	0.01440
2016-12-19	13210.9	10.5	0.07954
2016-12-26	13215.7	4.8	0.03633
2017-01-02	13224.8	9.1	0.06886
2017-01-09	13262.6	37.8	0.28583
2017-01-16	13281.5	18.9	0.14251
2017-01-23	13298.1	16.6	0.12499
2017-01-30	13299.3	1.2	0.00902
2017-02-06	13317.1	17.8	0.13384
2017-02-13	13325.6	8.5	0.06383
2017-02-20	13338.8	13.2	0.09906
2017-02-27	13372.2	33.4	0.25040
2017-03-06	13366.9	-5.3	-0.03963
2017-03-13	13400.5	33.6	0.25137
2017-03-20	13413.7	13.2	0.09850
2017-03-27	13426.0	12.3	0.09170
2017-04-03	13421.5	-4.5	-0.03352
2017-04-10	13455.6	34.1	0.25407
2017-04-17	13458.6	3.0	0.02230
2017-04-24	13483.4	24.8	0.18427
2017-05-01	13510.5	27.1	0.20099
2017-05-08	13493.9	-16.6	-0.12287
2017-05-15	13504.5	10.6	0.07855
2017-05-22	13536.4	31.9	0.23622
2017-05-29	13545.5	9.1	0.06723
2017-06-05	13536.8	-8.7	-0.06423
2017-06-12	13539.9	3.1	0.02290
2017-06-19	13543.6	3.7	0.02733
2017-06-26	13574.4	30.8	0.22741
2017-07-03	13558.5	-15.9	-0.11713
2017-07-10	13602.8	44.3	0.32673
2017-07-17	13614.2	11.4	0.08381
2017-07-24	13628.7	14.5	0.10651
2017-07-31	13643.5	14.8	0.10859
2017-08-07	13647.6	4.1	0.03005
2017-08-14	13647.9	0.3	0.00220
2017-08-21	13682.8	34.9	0.25572
2017-08-28	13697.3	14.5	0.10597
2017-09-04	13690.0	-7.3	-0.05330
2017-09-11	13703.3	13.3	0.09715
2017-09-18	13704.6	1.3	0.00949
2017-09-25	13729.6	25.0	0.18242
2017-10-02	13756.6	27.0	0.19666
2017-10-09	13781.6	25.0	0.18173
2017-10-16	13769.6	-12.0	-0.08707
2017-10-23	13777.7	8.1	0.05883
2017-10-30	13791.4	13.7	0.09944
2017-11-06	13794.7	3.3	0.02393
2017-11-13	13800.9	6.2	0.04494
2017-11-20	13802.0	1.1	0.00797
2017-11-27	13833.1	31.1	0.22533
2017-12-04	13822.0	-11.1	-0.08024
2017-12-11	13853.6	31.6	0.22862
2017-12-18	13871.8	18.2	0.13137
2017-12-25	13848.1	-23.7	-0.17085
2018-01-01	13851.4	3.3	0.02383
2018-01-08	13852.0	0.6	0.00433
2018-01-15	13862.0	10.0	0.07219
2018-01-22	13871.2	9.2	0.06637
2018-01-29	13884.5	13.3	0.09588
2018-02-05	13885.2	0.7	0.00504
2018-02-12	13877.2	-8.0	-0.05762
2018-02-19	13879.6	2.4	0.01729
2018-02-26	13908.5	28.9	0.20822
2018-03-05	13927.3	18.8	0.13517
2018-03-12	13928.5	1.2	0.00862
2018-03-19	13926.8	-1.7	-0.01221
2018-03-26	13958.2	31.4	0.22546
2018-04-02	13969.7	11.5	0.08239
2018-04-09	13959.2	-10.5	-0.07516
2018-04-16	13967.7	8.5	0.06089
2018-04-23	13986.6	18.9	0.13531
2018-04-30	13994.6	8.0	0.05720
2018-05-07	14002.3	7.7	0.05502
2018-05-14	14019.5	17.2	0.12284
2018-05-21	14043.8	24.3	0.17333
2018-05-28	14070.4	26.6	0.18941
2018-06-04	14078.5	8.1	0.05757
2018-06-11	14090.7	12.2	0.08666
2018-06-18	14109.6	18.9	0.13413
2018-06-25	14119.7	10.1	0.07158
2018-07-02	14135.9	16.2	0.11473
2018-07-09	14131.1	-4.8	-0.03396
2018-07-16	14148.2	17.1	0.12101
2018-07-23	14159.0	10.8	0.07633
2018-07-30	14159.8	0.8	0.00565
2018-08-06	14154.5	-5.3	-0.03743
2018-08-13	14176.9	22.4	0.15825
2018-08-20	14190.6	13.7	0.09664
2018-08-27	14217.8	27.2	0.19168
2018-09-03	14222.6	4.8	0.03376
2018-09-10	14200.2	-22.4	-0.15750
2018-09-17	14217.8	17.6	0.12394
2018-09-24	14237.1	19.3	0.13575
2018-10-01	14250.8	13.7	0.09623
2018-10-08	14224.7	-26.1	-0.18315
2018-10-15	14239.1	14.4	0.10123
2018-10-22	14260.1	21.0	0.14748
2018-10-29	14263.6	3.5	0.02454
2018-11-05	14241.0	-22.6	-0.15845
2018-11-12	14237.7	-3.3	-0.02317
2018-11-19	14261.2	23.5	0.16505
2018-11-26	14279.5	18.3	0.12832
2018-12-03	14321.3	41.8	0.29273
2018-12-10	14330.9	9.6	0.06703
2018-12-17	14335.7	4.8	0.03349
2018-12-24	14400.8	65.1	0.45411
2018-12-31	14424.8	24.0	0.16666
2019-01-07	14410.0	-14.8	-0.10260
2019-01-14	14428.4	18.4	0.12769
2019-01-21	14436.9	8.5	0.05891
2019-01-28	14492.1	55.2	0.38235
2019-02-04	14461.6	-30.5	-0.21046
2019-02-11	14469.1	7.5	0.05186
2019-02-18	14444.9	-24.2	-0.16725
2019-02-25	14462.6	17.7	0.12253
2019-03-04	14474.6	12.0	0.08297
2019-03-11	14484.6	10.0	0.06909
2019-03-18	14474.2	-10.4	-0.07180
2019-03-25	14507.7	33.5	0.23145
2019-04-01	14545.9	38.2	0.26331
2019-04-08	14522.0	-23.9	-0.16431
2019-04-15	14540.5	18.5	0.12739
2019-04-22	14516.2	-24.3	-0.16712
2019-04-29	14567.2	51.0	0.35133
2019-05-06	14584.9	17.7	0.12151
2019-05-13	14586.2	1.3	0.00891
2019-05-20	14630.3	44.1	0.30234
2019-05-27	14676.0	45.7	0.31237
2019-06-03	14702.9	26.9	0.18329
2019-06-10	14742.7	39.8	0.27069
2019-06-17	14767.9	25.2	0.17093
2019-06-24	14785.0	17.1	0.11579
2019-07-01	14830.8	45.8	0.30977
2019-07-08	14828.9	-1.9	-0.01281
2019-07-15	14820.8	-8.1	-0.05462
2019-07-22	14870.4	49.6	0.33466
2019-07-29	14902.9	32.5	0.21855
2019-08-05	14922.6	19.7	0.13219
2019-08-12	14921.6	-1.0	-0.00670
2019-08-19	14915.6	-6.0	-0.04021
2019-08-26	14932.2	16.6	0.11129
2019-09-02	14970.7	38.5	0.25783
2019-09-09	14981.4	10.7	0.07147
2019-09-16	14989.2	7.8	0.05206
2019-09-23	15056.5	67.3	0.44899
2019-09-30	15104.2	47.7	0.31681
2019-10-07	15140.4	36.2	0.23967
2019-10-14	15156.2	15.8	0.10436
2019-10-21	15199.3	43.1	0.28437
2019-10-28	15239.5	40.2	0.26449
2019-11-04	15272.2	32.7	0.21457
2019-11-11	15287.5	15.3	0.10018
2019-11-18	15323.0	35.5	0.23222
2019-11-25	15366.5	43.5	0.28389
2019-12-02	15365.2	-1.3	-0.00846
2019-12-09	15345.9	-19.3	-0.12561
2019-12-16	15419.9	74.0	0.48221
2019-12-23	15424.6	4.7	0.03048
