DATE,RETURN,ESS_MEAN,ESS_TOTAL,WESS_MEAN,WESS_TOTAL,NUM_EVENTS,NUM_POSITIVE_ESS,NUM_NEGATIVE_ESS,NUM_NEUTRAL_ESS,NUM_POSITIVE_WESS,NUM_NEGATIVE_WESS,NUM_NEUTRAL_WESS
2006-01-05,-0.9507281,-1.3030303,-43.0,-0.99242425,-32.75,33.0,11.0,12.0,10.0,11.0,12.0,10.0
2006-01-06,2.2044666,2.642857,37.0,1.7535714,24.55,14.0,9.0,5.0,0.0,9.0,5.0,0.0
2006-01-09,-0.339154,-8.916667,-107.0,-4.1916666,-50.3,12.0,3.0,9.0,0.0,3.0,8.0,1.0
2006-01-10,-0.2362764,-3.2,-64.0,1.177,23.54,20.0,9.0,11.0,0.0,9.0,10.0,1.0
2006-01-11,0.7854266,4.6578946,177.0,3.8652632,146.88,38.0,22.0,14.0,2.0,22.0,13.0,3.0
2006-01-12,0.07820443,6.3,63.0,-3.186,-31.86,10.0,7.0,3.0,0.0,2.0,3.0,5.0
2006-01-13,-0.15647008,-2.952381,-62.0,-2.5557144,-53.67,21.0,9.0,12.0,0.0,9.0,12.0,0.0
2006-01-16,,11.333333,136.0,5.363333,64.36,12.0,10.0,1.0,1.0,10.0,1.0,1.0
2006-01-17,0.9600319,11.170732,458.0,-1.2978048,-53.21,41.0,35.0,6.0,0.0,10.0,6.0,25.0
2006-01-18,-0.90827143,5.185185,140.0,-4.045926,-109.24,27.0,17.0,10.0,0.0,0.0,10.0,17.0
2006-01-19,1.658913,2.512195,103.0,0.44707316,18.33,41.0,21.0,16.0,4.0,18.0,16.0,7.0
2006-01-20,1.9257002,18.9375,303.0,4.03125,64.5,16.0,16.0,0.0,0.0,5.0,0.0,11.0
2006-01-23,-0.04894045,6.3846154,83.0,3.6538463,47.5,13.0,8.0,5.0,0.0,8.0,5.0,0.0
2006-01-24,-1.8237587,-3.12,-78.0,-2.2428,-56.07,25.0,9.0,13.0,3.0,9.0,11.0,5.0
2006-01-25,-1.8576386,-2.0,-80.0,0.35,14.0,40.0,16.0,22.0,2.0,16.0,14.0,10.0
2006-01-26,0.30441424,25.555555,460.0,17.473888,314.53,18.0,17.0,1.0,0.0,17.0,0.0,1.0
2006-01-27,3.0089839,10.666667,192.0,1.4783334,26.61,18.0,14.0,4.0,0.0,7.0,4.0,7.0
2006-01-30,0.2692727,1.5,12.0,-1.48125,-11.85,8.0,4.0,4.0,0.0,4.0,4.0,0.0
2006-01-31,-0.7341099,-2.368421,-45.0,-0.57631576,-10.95,19.0,4.0,9.0,6.0,4.0,9.0,6.0
2006-02-01,-1.8592043,-6.0882354,-207.0,0.5147059,17.5,34.0,9.0,23.0,2.0,9.0,13.0,12.0
2006-02-02,-2.8938968,-3.1666667,-95.0,3.2116666,96.35,30.0,8.0,22.0,0.0,8.0,0.0,22.0
2006-02-03,1.0759403,7.173913,165.0,4.1286955,94.96,23.0,17.0,6.0,0.0,15.0,4.0,4.0
2006-02-06,-0.15323348,1.8695652,43.0,-1.273913,-29.3,23.0,11.0,7.0,5.0,10.0,7.0,6.0
2006-02-07,-3.2784703,-2.642857,-37.0,1.3571428,19.0,14.0,4.0,9.0,1.0,4.0,9.0,1.0
2006-02-08,-0.79669,2.2692308,59.0,1.588077,41.29,26.0,13.0,13.0,0.0,13.0,12.0,1.0
2006-02-09,0.23967415,1.2380953,26.0,-2.9366667,-61.67,21.0,14.0,7.0,0.0,11.0,7.0,3.0
2006-02-10,-1.0427623,3.8529413,131.0,0.95941174,32.62,34.0,18.0,14.0,2.0,15.0,14.0,5.0
2006-02-13,-0.4056187,-6.5333333,-98.0,-2.6266668,-39.4,15.0,6.0,9.0,0.0,4.0,9.0,2.0
2006-02-14,-2.7303755,-14.541667,-349.0,-6.52875,-156.69,24.0,3.0,18.0,3.0,2.0,11.0,11.0
2006-02-15,-3.412718,-9.828571,-344.0,-3.194,-111.79,35.0,9.0,26.0,0.0,9.0,22.0,4.0
2006-02-16,1.7209166,4.647059,79.0,2.5082352,42.64,17.0,11.0,6.0,0.0,11.0,1.0,5.0
2006-02-17,1.9431211,18.0,216.0,4.125,49.5,12.0,12.0,0.0,0.0,11.0,0.0,1.0
2006-02-20,,8.529411,145.0,2.2511764,38.27,17.0,12.0,3.0,2.0,9.0,3.0,5.0
2006-02-21,0.59935087,2.6842105,51.0,-1.4573684,-27.69,19.0,12.0,7.0,0.0,11.0,7.0,1.0
2006-02-22,-3.6264787,1.4827586,43.0,4.3668966,126.64,29.0,10.0,16.0,3.0,10.0,13.0,6.0
2006-02-23,-1.7085671,-11.242424,-371.0,-4.552121,-150.22,33.0,7.0,26.0,0.0,7.0,15.0,11.0
2006-02-24,5.742644,18.0,234.0,6.12,79.56,13.0,13.0,0.0,0.0,11.0,0.0,2.0
2006-02-27,-0.24495906,-7.9428573,-278.0,-2.6054285,-91.19,35.0,7.0,25.0,3.0,7.0,17.0,11.0
2006-02-28,0.58833313,0.3,9.0,4.698,140.94,30.0,12.0,15.0,3.0,12.0,0.0,18.0
2006-03-01,1.0374546,1.6206896,47.0,-2.2606897,-65.56,29.0,16.0,13.0,0.0,15.0,13.0,1.0
2006-03-02,2.1537085,9.833333,118.0,3.2958333,39.55,12.0,11.0,1.0,0.0,8.0,1.0,3.0
2006-03-03,0.39379433,12.0,144.0,5.5925,67.11,12.0,10.0,2.0,0.0,10.0,2.0,0.0
2006-03-06,-0.60814464,-15.0,-195.0,-6.6346154,-86.25,13.0,0.0,13.0,0.0,0.0,10.0,3.0
2006-03-07,-1.5326588,-4.181818,-92.0,3.5445454,77.98,22.0,5.0,17.0,0.0,5.0,4.0,13.0
2006-03-08,-2.38557,-8.78,-439.0,-0.965,-48.25,50.0,8.0,42.0,0.0,8.0,13.0,29.0
2006-03-09,0.7464578,8.724138,253.0,3.6158621,104.86,29.0,19.0,8.0,2.0,19.0,4.0,6.0
2006-03-10,-0.99652046,-13.615385,-177.0,-10.776154,-140.09,13.0,1.0,11.0,1.0,1.0,11.0,1.0
2006-03-13,1.0407243,9.578947,182.0,3.6442106,69.24,19.0,13.0,3.0,3.0,11.0,3.0,5.0
2006-03-14,1.9228281,9.458333,227.0,3.1895833,76.55,24.0,13.0,8.0,3.0,12.0,8.0,4.0
2006-03-15,-1.4386437,-5.206897,-151.0,-1.2658621,-36.71,29.0,7.0,21.0,1.0,7.0,20.0,2.0
2006-03-16,2.1502779,-9.137931,-265.0,-3.9686208,-115.09,29.0,10.0,19.0,0.0,10.0,10.0,9.0
2006-03-17,-1.029549,-13.857142,-291.0,-4.650476,-97.66,21.0,4.0,16.0,1.0,4.0,15.0,2.0
2006-03-20,-1.353879,-2.8181818,-31.0,-0.22727273,-2.5,11.0,4.0,7.0,0.0,4.0,7.0,0.0
2006-03-21,0.16567267,-19.583334,-470.0,-13.142917,-315.43,24.0,6.0,18.0,0.0,3.0,18.0,3.0
2006-03-22,-0.6310217,7.64,191.0,5.7284,143.21,25.0,16.0,8.0,1.0,15.0,8.0,2.0
2006-03-23,3.4384527,17.73913,408.0,5.033913,115.78,23.0,23.0,0.0,0.0,14.0,0.0,9.0
2006-03-24,2.8090398,10.923077,142.0,1.1038462,14.35,13.0,11.0,2.0,0.0,5.0,2.0,6.0
2006-03-27,-0.07833924,-3.9375,-63.0,-1.2125,-19.4,16.0,3.0,10.0,3.0,3.0,10.0,3.0
2006-03-28,2.9368417,-3.7058823,-63.0,-0.32647058,-5.55,17.0,9.0,8.0,0.0,9.0,8.0,0.0
2006-03-29,0.53171414,-1.4615384,-38.0,-1.1565385,-30.07,26.0,13.0,13.0,0.0,13.0,13.0,0.0
2006-03-30,1.055021,11.5,184.0,3.745625,59.93,16.0,12.0,4.0,0.0,10.0,4.0,2.0
2006-03-31,-0.6769488,-2.625,-42.0,1.32875,21.26,16.0,6.0,10.0,0.0,5.0,5.0,6.0
2006-04-03,-0.090689294,10.26087,236.0,6.5226088,150.02,23.0,18.0,5.0,0.0,15.0,3.0,5.0
2006-04-04,-0.4855115,-4.1764708,-71.0,-0.63235295,-10.75,17.0,6.0,11.0,0.0,6.0,10.0,1.0
2006-04-05,1.5244428,1.0689656,31.0,-1.9651724,-56.99,29.0,16.0,13.0,0.0,13.0,12.0,4.0
2006-04-06,0.68667233,13.6,272.0,1.324,26.48,20.0,17.0,1.0,2.0,3.0,1.0,16.0
2006-04-07,-0.297974,-13.692307,-178.0,-13.607693,-176.9,13.0,3.0,9.0,1.0,0.0,9.0,4.0
2006-04-10,0.625742,0.6086956,14.0,-2.558261,-58.84,23.0,14.0,7.0,2.0,12.0,7.0,4.0
2006-04-11,1.077785,4.2083335,101.0,1.005,24.12,24.0,11.0,8.0,5.0,7.0,8.0,9.0
2006-04-12,-0.7269587,-3.4285715,-144.0,-4.237619,-177.98,42.0,17.0,24.0,1.0,14.0,22.0,6.0
2006-04-13,1.4486709,1.4117647,24.0,3.6670587,62.34,17.0,8.0,9.0,0.0,6.0,4.0,7.0
2006-04-14,,,,,,,,,,,,
2006-04-17,0.27533713,10.428572,219.0,2.5385714,53.31,21.0,16.0,5.0,0.0,10.0,5.0,6.0
2006-04-18,1.3843985,3.1818182,70.0,-6.2490907,-137.48,22.0,15.0,6.0,1.0,2.0,6.0,14.0
2006-04-19,1.1022086,8.611111,310.0,1.5080556,54.29,36.0,26.0,9.0,1.0,12.0,9.0,15.0
2006-04-20,-0.15274599,-6.2105265,-118.0,-5.740526,-109.07,19.0,6.0,12.0,1.0,3.0,12.0,4.0
2006-04-21,2.4299364,7.3333335,132.0,3.2416666,58.35,18.0,12.0,6.0,0.0,7.0,4.0,7.0
2006-04-24,-1.6401308,1.2702702,47.0,0.83162165,30.77,37.0,16.0,18.0,3.0,12.0,14.0,11.0
2006-04-25,-4.011583,-0.8947368,-17.0,0.09368421,1.78,19.0,9.0,10.0,0.0,6.0,7.0,6.0
2006-04-26,6.1540184,-0.16666667,-5.0,3.005,90.15,30.0,10.0,16.0,4.0,10.0,10.0,10.0
2006-04-27,-1.3336339,-16.708334,-401.0,-6.914583,-165.95,24.0,2.0,22.0,0.0,2.0,9.0,13.0
2006-04-28,1.4590607,5.5263157,105.0,4.957895,94.2,19.0,12.0,7.0,0.0,12.0,4.0,3.0
2006-05-01,0.8932173,7.142857,150.0,1.4861904,31.21,21.0,13.0,3.0,5.0,12.0,3.0,6.0
2006-05-02,1.1727573,9.307693,121.0,2.2407691,29.13,13.0,10.0,3.0,0.0,9.0,3.0,1.0
2006-05-03,-3.2137842,-6.0697675,-261.0,-5.0727906,-218.13,43.0,14.0,29.0,0.0,8.0,23.0,12.0
2006-05-04,-3.2061238,-9.653846,-251.0,1.2376924,32.18,26.0,5.0,21.0,0.0,5.0,0.0,21.0
2006-05-05,0.15706436,-2.0952382,-44.0,-1.1585715,-24.33,21.0,11.0,10.0,0.0,11.0,4.0,6.0
2006-05-08,-0.16209033,-9.5,-228.0,-6.505417,-156.13,24.0,6.0,18.0,0.0,6.0,16.0,2.0
2006-05-09,1.3669585,5.965517,173.0,0.21482758,6.23,29.0,21.0,6.0,2.0,11.0,4.0,14.0
2006-05-10,2.016028,-2.08,-104.0,-0.764,-38.2,50.0,22.0,25.0,3.0,20.0,21.0,9.0
2006-05-11,1.1712155,11.935484,370.0,1.302258,40.37,31.0,24.0,4.0,3.0,7.0,4.0,20.0
2006-05-12,-1.560051,-2.0833333,-25.0,-1.8483334,-22.18,12.0,4.0,8.0,0.0,2.0,8.0,2.0
2006-05-15,-1.2378595,-17.0,-357.0,-6.7,-140.7,21.0,0.0,21.0,0.0,0.0,10.0,11.0
2006-05-16,0.21637225,0.85,17.0,3.6765,73.53,20.0,11.0,9.0,0.0,11.0,3.0,6.0
2006-05-17,-1.0865735,-3.90625,-125.0,-1.3059375,-41.79,32.0,12.0,20.0,0.0,12.0,20.0,0.0
2006-05-18,1.4174377,2.0714285,29.0,6.5664287,91.93,14.0,7.0,7.0,0.0,7.0,2.0,5.0
2006-05-19,-1.723806,-2.9230769,-38.0,-6.0676923,-78.88,13.0,6.0,6.0,1.0,6.0,6.0,1.0
2006-05-22,0.38256153,-0.27272728,-9.0,1.1636363,38.4,33.0,14.0,19.0,0.0,14.0,12.0,7.0
2006-05-23,2.2142181,17.458334,419.0,1.6858333,40.46,24.0,24.0,0.0,0.0,5.0,0.0,19.0
2006-05-24,-1.868147,0.52272725,23.0,1.6215909,71.35,44.0,18.0,26.0,0.0,18.0,16.0,10.0
2006-05-25,2.0657477,1.0416666,25.0,0.37541667,9.01,24.0,13.0,9.0,2.0,13.0,8.0,3.0
2006-05-26,0.6044863,11.142858,156.0,3.0407143,42.57,14.0,10.0,2.0,2.0,9.0,2.0,3.0
2006-05-29,,,,,,,,,,,,
2006-05-30,0.17458172,10.545455,232.0,5.1040907,112.29,22.0,15.0,3.0,4.0,12.0,3.0,7.0
2006-05-31,-0.60026705,-1.2173913,-28.0,-0.036956523,-0.85,23.0,8.0,13.0,2.0,6.0,11.0,6.0
2006-06-01,-1.8512505,-4.4324327,-164.0,0.29837838,11.04,37.0,13.0,24.0,0.0,13.0,13.0,11.0
2006-06-02,3.6688516,13.0,286.0,6.8354545,150.38,22.0,20.0,2.0,0.0,19.0,0.0,3.0
2006-06-05,-0.10557974,3.4642856,97.0,-0.4207143,-11.78,28.0,17.0,11.0,0.0,12.0,11.0,5.0
2006-06-06,-0.096598364,-4.6190476,-97.0,-3.199524,-67.19,21.0,8.0,13.0,0.0,5.0,6.0,10.0
2006-06-07,-2.1350145,-17.0,-527.0,-8.76,-271.56,31.0,2.0,29.0,0.0,2.0,18.0,11.0
2006-06-08,-0.9210125,10.058824,342.0,5.893235,200.37,34.0,24.0,10.0,0.0,19.0,0.0,15.0
2006-06-09,1.9314057,8.090909,89.0,1.4636364,16.1,11.0,8.0,3.0,0.0,6.0,3.0,2.0
2006-06-12,-0.62957007,4.0666666,61.0,4.128667,61.93,15.0,8.0,7.0,0.0,8.0,7.0,0.0
2006-06-13,-2.5945532,-12.28125,-393.0,-3.55,-113.6,32.0,4.0,27.0,1.0,4.0,12.0,16.0
2006-06-14,0.93023926,5.625,225.0,5.023,200.92,40.0,24.0,16.0,0.0,23.0,6.0,11.0
2006-06-15,0.95033115,8.764706,149.0,-2.222353,-37.78,17.0,13.0,4.0,0.0,3.0,4.0,10.0
2006-06-16,-0.043001506,11.25,225.0,4.681,93.62,20.0,12.0,4.0,4.0,11.0,4.0,5.0
2006-06-19,-0.25906867,-3.6086957,-83.0,-2.8926086,-66.53,23.0,6.0,16.0,1.0,6.0,14.0,3.0
2006-06-20,0.12995453,0.0,0.0,-0.545,-10.9,20.0,12.0,7.0,1.0,12.0,5.0,3.0
2006-06-21,1.1049836,10.060606,332.0,7.3657575,243.07,33.0,22.0,11.0,0.0,22.0,11.0,0.0
2006-06-22,0.7818648,13.5,216.0,4.82875,77.26,16.0,15.0,1.0,0.0,15.0,1.0,0.0
2006-06-23,-0.17006807,2.4545455,27.0,-1.4972727,-16.47,11.0,7.0,4.0,0.0,6.0,4.0,1.0
2006-06-26,0.53004235,5.928571,166.0,3.5242858,98.68,28.0,13.0,6.0,9.0,13.0,6.0,9.0
2006-06-27,0.5846342,-1.8666667,-56.0,-6.134,-184.02,30.0,17.0,11.0,2.0,5.0,11.0,14.0
2006-06-28,0.13869628,10.142858,284.0,2.35,65.8,28.0,22.0,6.0,0.0,12.0,6.0,10.0
2006-06-29,1.8538121,14.785714,207.0,3.9578571,55.41,14.0,14.0,0.0,0.0,8.0,0.0,6.0
2006-06-30,0.59685475,2.7916667,67.0,-1.6245834,-38.99,24.0,14.0,8.0,2.0,13.0,8.0,3.0
2006-07-03,,2.0833333,25.0,2.3958333,28.75,12.0,3.0,3.0,6.0,3.0,3.0,6.0
2006-07-04,,-9.428572,-66.0,-4.714286,-33.0,7.0,1.0,6.0,0.0,1.0,6.0,0.0
2006-07-05,0.33794555,1.5,12.0,6.07875,48.63,8.0,4.0,4.0,0.0,4.0,1.0,3.0
2006-07-06,-0.26631173,-6.0,-192.0,-1.7040625,-54.53,32.0,9.0,23.0,0.0,9.0,17.0,6.0
2006-07-07,-1.6671535,-9.176471,-156.0,0.7464706,12.69,17.0,3.0,14.0,0.0,3.0,0.0,14.0
2006-07-10,-0.11770577,-10.545455,-232.0,-3.0363636,-66.8,22.0,2.0,18.0,2.0,2.0,13.0,7.0
2006-07-11,0.74551344,-10.636364,-351.0,-3.6966667,-121.99,33.0,10.0,21.0,2.0,10.0,18.0,5.0
2006-07-12,1.2614231,12.033898,710.0,6.533051,385.45,59.0,44.0,12.0,3.0,39.0,12.0,8.0
2006-07-13,2.2546937,12.5,475.0,0.43894738,16.68,38.0,31.0,7.0,0.0,7.0,7.0,24.0
2006-07-14,0.13029318,4.642857,130.0,-5.413214,-151.57,28.0,20.0,7.0,1.0,3.0,7.0,18.0
2006-07-17,-0.48088264,2.4473684,93.0,0.27894738,10.6,38.0,20.0,18.0,0.0,15.0,17.0,6.0
2006-07-18,-2.4471369,-1.3902439,-57.0,-3.6043901,-147.78,41.0,20.0,21.0,0.0,6.0,10.0,25.0
2006-07-19,-1.4728209,-1.9210526,-73.0,3.3547368,127.48,38.0,14.0,23.0,1.0,12.0,3.0,23.0
2006-07-20,1.648651,2.5,35.0,-2.0164285,-28.23,14.0,8.0,5.0,1.0,8.0,5.0,1.0
2006-07-21,-0.65076154,9.4375,151.0,1.290625,20.65,16.0,13.0,3.0,0.0,13.0,3.0,0.0
2006-07-24,0.34729585,4.5925927,124.0,5.837037,157.6,27.0,13.0,10.0,4.0,13.0,10.0,4.0
2006-07-25,-1.1235312,-1.2222222,-33.0,-1.7707407,-47.81,27.0,12.0,14.0,1.0,11.0,11.0,5.0
2006-07-26,0.48886573,0.90697676,39.0,-0.49930233,-21.47,43.0,23.0,20.0,0.0,20.0,14.0,9.0
2006-07-27,0.9169428,13.842105,263.0,4.5957894,87.32,19.0,16.0,0.0,3.0,8.0,0.0,11.0
2006-07-28,-1.6238517,-2.52,-63.0,0.6912,17.28,25.0,7.0,16.0,2.0,7.0,14.0,4.0
2006-07-31,0.5681187,10.692307,417.0,4.333846,169.02,39.0,32.0,2.0,5.0,22.0,2.0,15.0
2006-08-01,0.4950174,11.75,235.0,0.286,5.72,20.0,17.0,3.0,0.0,7.0,3.0,10.0
2006-08-02,1.6282046,14.755555,664.0,4.4053335,198.24,45.0,39.0,5.0,1.0,18.0,5.0,22.0
2006-08-03,-0.7512391,-11.083333,-266.0,-6.1625,-147.9,24.0,6.0,18.0,0.0,4.0,14.0,6.0
2006-08-04,-1.077353,-5.5,-66.0,-0.6975,-8.37,12.0,4.0,8.0,0.0,4.0,6.0,2.0
2006-08-07,0.99680305,10.285714,288.0,-0.7360714,-20.61,28.0,24.0,4.0,0.0,10.0,4.0,14.0
2006-08-08,-0.99126935,-2.8125,-90.0,-4.734375,-151.5,32.0,13.0,18.0,1.0,1.0,13.0,18.0
2006-08-09,-0.013108737,-1.2093023,-52.0,-1.8174418,-78.15,43.0,16.0,19.0,8.0,15.0,19.0,9.0
2006-08-10,-2.8051026,-5.0,-195.0,1.7010256,66.34,39.0,11.0,28.0,0.0,11.0,10.0,18.0
2006-08-11,0.28273326,6.7647057,115.0,5.625294,95.63,17.0,11.0,4.0,2.0,11.0,1.0,5.0
2006-08-14,-0.47390956,-6.6666665,-260.0,1.6007693,62.43,39.0,9.0,30.0,0.0,9.0,8.0,22.0
2006-08-15,-0.5195527,-13.692307,-356.0,-2.9615386,-77.0,26.0,3.0,23.0,0.0,3.0,6.0,17.0
2006-08-16,-1.8120698,0.15555556,7.0,2.3193333,104.37,45.0,21.0,23.0,1.0,21.0,14.0,10.0
2006-08-17,-2.1445518,-5.0,-120.0,3.09125,74.19,24.0,8.0,16.0,0.0,8.0,0.0,16.0
2006-08-18,1.1485416,0.115384616,3.0,1.9142308,49.77,26.0,11.0,13.0,2.0,11.0,3.0,12.0
2006-08-21,0.7067731,12.470589,424.0,1.5623529,53.12,34.0,30.0,4.0,0.0,15.0,4.0,15.0
2006-08-22,0.13793106,7.647059,130.0,4.7711763,81.11,17.0,9.0,6.0,2.0,7.0,6.0,4.0
2006-08-23,-1.5278075,-6.4054055,-237.0,-0.69486487,-25.71,37.0,12.0,25.0,0.0,8.0,12.0,17.0
2006-08-24,0.79459536,12.318182,271.0,10.665909,234.65,22.0,15.0,5.0,2.0,15.0,3.0,4.0
2006-08-25,0.15261883,15.0,135.0,6.2166667,55.95,9.0,7.0,1.0,1.0,7.0,1.0,1.0
2006-08-28,-0.77609867,-10.030303,-331.0,-2.668182,-88.05,33.0,2.0,24.0,7.0,2.0,11.0,20.0
2006-08-29,-1.0413046,-6.6857142,-234.0,2.0137143,70.48,35.0,10.0,25.0,0.0,10.0,1.0,24.0
2006-08-30,0.65742695,-0.54761904,-23.0,0.88785714,37.29,42.0,19.0,23.0,0.0,14.0,13.0,15.0
2006-08-31,0.2560821,-4.85,-97.0,-6.735,-134.7,20.0,9.0,9.0,2.0,8.0,8.0,4.0
2006-09-01,-1.6330402,6.529412,111.0,3.6035295,61.26,17.0,11.0,5.0,1.0,11.0,5.0,1.0
2006-09-04,,-10.875,-174.0,-1.996875,-31.95,16.0,2.0,14.0,0.0,2.0,7.0,7.0
2006-09-05,-0.19573827,-11.666667,-315.0,-5.012593,-135.34,27.0,8.0,19.0,0.0,8.0,9.0,10.0
2006-09-06,-1.3924739,-14.333333,-258.0,-4.1916666,-75.45,18.0,1.0,17.0,0.0,1.0,8.0,9.0
2006-09-07,-0.5624645,-1.8,-45.0,0.1588,3.97,25.0,11.0,14.0,0.0,11.0,8.0,6.0
2006-09-08,-1.6009917,-15.0,-345.0,-2.0804348,-47.85,23.0,0.0,23.0,0.0,0.0,4.0,19.0
2006-09-11,-0.44539583,-6.2058825,-211.0,2.5117648,85.4,34.0,7.0,27.0,0.0,7.0,8.0,19.0
2006-09-12,-2.4918103,-3.3125,-212.0,4.4675,285.92,64.0,18.0,44.0,2.0,18.0,7.0,39.0
2006-09-13,0.43784276,4.755102,233.0,5.3532653,262.31,49.0,26.0,18.0,5.0,23.0,3.0,23.0
2006-09-14,-1.2877063,-6.7777777,-183.0,-4.3785186,-118.22,27.0,9.0,18.0,0.0,4.0,12.0,11.0
2006-09-15,0.0474046,-7.7777777,-70.0,-4.227778,-38.05,9.0,2.0,7.0,0.0,2.0,6.0,1.0
2006-09-18,0.28315413,5.448276,158.0,1.96,56.84,29.0,16.0,10.0,3.0,16.0,10.0,3.0
2006-09-19,-3.2962143,-9.682927,-397.0,-0.91195124,-37.39,41.0,7.0,34.0,0.0,7.0,7.0,27.0
2006-09-20,-2.9073248,1.5,63.0,7.0142856,294.6,42.0,15.0,23.0,4.0,15.0,2.0,25.0
2006-09-21,2.6641932,10.166667,244.0,4.9333334,118.4,24.0,18.0,6.0,0.0,12.0,1.0,11.0
2006-09-22,-3.014807,2.6666667,40.0,2.1226666,31.84,15.0,7.0,5.0,3.0,4.0,5.0,6.0
2006-09-25,0.5254679,-0.61764705,-21.0,1.7805883,60.54,34.0,14.0,18.0,2.0,12.0,7.0,15.0
2006-09-26,-0.18126395,-6.6,-132.0,-4.899,-97.98,20.0,6.0,14.0,0.0,5.0,12.0,3.0
2006-09-27,3.7709785,4.425532,208.0,0.6755319,31.75,47.0,28.0,19.0,0.0,15.0,12.0,20.0
2006-09-28,-0.79732525,-6.969697,-230.0,-2.4154546,-79.71,33.0,7.0,25.0,1.0,0.0,11.0,22.0
2006-09-29,0.7019812,-5.296296,-143.0,0.82,22.14,27.0,9.0,16.0,2.0,8.0,4.0,15.0
2006-10-02,-1.044275,-13.217391,-304.0,-6.1691303,-141.89,23.0,2.0,20.0,1.0,2.0,14.0,7.0
2006-10-03,-3.8800855,-9.75,-351.0,1.5541667,55.95,36.0,6.0,30.0,0.0,6.0,1.0,29.0
2006-10-04,1.506333,-10.170213,-478.0,-3.2,-150.4,47.0,10.0,37.0,0.0,10.0,15.0,22.0
2006-10-05,0.8197453,8.033334,241.0,1.159,34.77,30.0,22.0,8.0,0.0,12.0,7.0,11.0
2006-10-06,-0.5680884,-9.0,-99.0,-3.8454545,-42.3,11.0,2.0,9.0,0.0,0.0,8.0,3.0
2006-10-09,0.13934195,6.8461537,89.0,5.579231,72.53,13.0,9.0,4.0,0.0,9.0,4.0,0.0
2006-10-10,-2.415046,-1.375,-33.0,4.068333,97.64,24.0,8.0,16.0,0.0,8.0,9.0,7.0
2006-10-11,-1.6198872,-10.717949,-418.0,-1.4666667,-57.2,39.0,6.0,31.0,2.0,6.0,11.0,22.0
2006-10-12,1.1572803,-1.7837838,-66.0,-0.12162162,-4.5,37.0,17.0,20.0,0.0,17.0,14.0,6.0
2006-10-13,0.78686684,13.347826,307.0,2.5865216,59.49,23.0,20.0,3.0,0.0,14.0,3.0,6.0
2006-10-16,0.6858027,17.90909,394.0,7.681818,169.0,22.0,18.0,4.0,0.0,16.0,4.0,2.0
2006-10-17,-1.683258,-3.2592592,-88.0,-2.8177779,-76.08,27.0,10.0,17.0,0.0,9.0,13.0,5.0
2006-10-18,-2.1447163,-5.1621623,-191.0,-2.3324325,-86.3,37.0,13.0,24.0,0.0,12.0,16.0,9.0
2006-10-19,1.5317398,10.617647,361.0,2.6355882,89.61,34.0,27.0,6.0,1.0,17.0,4.0,13.0
2006-10-20,-2.0708246,-5.53125,-177.0,-3.9459374,-126.27,32.0,10.0,22.0,0.0,5.0,17.0,10.0
2006-10-23,-0.35644713,-4.551724,-132.0,1.912069,55.45,29.0,8.0,21.0,0.0,8.0,10.0,11.0
2006-10-24,1.4174706,-0.32142857,-9.0,2.2975,64.33,28.0,12.0,14.0,2.0,12.0,3.0,13.0
2006-10-25,2.640757,12.622222,568.0,2.3146667,104.16,45.0,39.0,6.0,0.0,19.0,5.0,21.0
2006-10-26,1.9772762,-2.25,-54.0,-3.5566666,-85.36,24.0,12.0,12.0,0.0,9.0,12.0,3.0
2006-10-27,0.79326147,12.0,132.0,4.232727,46.56,11.0,9.0,2.0,0.0,6.0,2.0,3.0
2006-10-30,-1.3093325,-10.7027025,-396.0,-2.5297298,-93.6,37.0,1.0,28.0,8.0,1.0,12.0,24.0
2006-10-31,0.52932763,3.4444444,62.0,6.1094446,109.97,18.0,8.0,9.0,1.0,8.0,3.0,7.0
2006-11-01,-0.13633268,-6.8055553,-245.0,-2.54,-91.44,36.0,10.0,26.0,0.0,10.0,20.0,6.0
2006-11-02,-1.3217942,-15.0,-195.0,-1.7538462,-22.8,13.0,0.0,13.0,0.0,0.0,0.0,13.0
2006-11-03,2.1539295,19.09091,210.0,13.276363,146.04,11.0,11.0,0.0,0.0,11.0,0.0,0.0
2006-11-06,0.5479269,-0.45,-9.0,0.1395,2.79,20.0,9.0,11.0,0.0,9.0,9.0,2.0
2006-11-07,-1.965624,-5.322581,-165.0,-0.53322583,-16.53,31.0,10.0,21.0,0.0,10.0,10.0,11.0
2006-11-08,1.6657237,2.925,117.0,0.4015,16.06,40.0,20.0,12.0,8.0,17.0,11.0,12.0
2006-11-09,2.0643125,10.157895,193.0,1.331579,25.3,19.0,16.0,3.0,0.0,9.0,3.0,7.0
2006-11-10,-2.515856,-11.066667,-166.0,-5.4593334,-81.89,15.0,1.0,14.0,0.0,1.0,12.0,2.0
2006-11-13,-0.6032582,-10.24,-256.0,-1.3,-32.5,25.0,4.0,21.0,0.0,4.0,10.0,11.0
2006-11-14,-0.53050524,-4.55,-91.0,-0.6475,-12.95,20.0,7.0,13.0,0.0,7.0,6.0,7.0
2006-11-15,0.8712791,0.07317073,3.0,-2.785122,-114.19,41.0,21.0,16.0,4.0,15.0,16.0,10.0
