,r_lag_31,r_lag_30,r_lag_29,r_lag_28,r_lag_27,r_lag_26,r_lag_25,r_lag_24,r_lag_23,r_lag_22,r_lag_21,r_lag_20,r_lag_19,r_lag_18,r_lag_17,r_lag_16,r_lag_15,r_lag_14,r_lag_13,r_lag_12,r_lag_11,r_lag_10,r_lag_9,r_lag_8,r_lag_7,r_lag_6,r_lag_5,r_lag_4,r_lag_3,r_lag_2,r_lag_1,TARGET
2011-09-29,0.73373365,1.8505381,-0.101288624,0.13502872,-2.8283331,-2.8283331,-2.8283331,-2.8283331,-0.13338004,3.8218305,-0.3251306,-2.0535069,-2.0535069,-2.0535069,0.36102122,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484
2011-09-30,1.8505381,-0.101288624,0.13502872,-2.8283331,-2.8283331,-2.8283331,-2.8283331,-0.13338004,3.8218305,-0.3251306,-2.0535069,-2.0535069,-2.0535069,0.36102122,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124
2011-10-03,-2.8283331,-2.8283331,-2.8283331,-2.8283331,-0.13338004,3.8218305,-0.3251306,-2.0535069,-2.0535069,-2.0535069,0.36102122,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656
2011-10-04,-2.8283331,-2.8283331,-2.8283331,-0.13338004,3.8218305,-0.3251306,-2.0535069,-2.0535069,-2.0535069,0.36102122,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012
2011-10-05,-2.8283331,-2.8283331,-0.13338004,3.8218305,-0.3251306,-2.0535069,-2.0535069,-2.0535069,0.36102122,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703
2011-10-06,-2.8283331,-0.13338004,3.8218305,-0.3251306,-2.0535069,-2.0535069,-2.0535069,0.36102122,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788
2011-10-07,-0.13338004,3.8218305,-0.3251306,-2.0535069,-2.0535069,-2.0535069,0.36102122,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105
2011-10-10,-2.0535069,-2.0535069,-2.0535069,0.36102122,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525
2011-10-11,-2.0535069,-2.0535069,0.36102122,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424
2011-10-12,-2.0535069,0.36102122,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482
2011-10-13,0.36102122,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396
2011-10-14,2.2646708,-1.4515663,0.549606,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127
2011-10-17,-1.6238517,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818
2011-10-18,-1.6238517,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838
2011-10-19,-1.6238517,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458
2011-10-20,-0.86764467,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005
2011-10-21,1.413533,-1.331886,-6.6024213,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727
2011-10-24,-0.8882275,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891
2011-10-25,-0.8882275,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098
2011-10-26,-0.8882275,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989
2011-10-27,0.16295865,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734
2011-10-28,5.13058,-3.9249225,1.1424484,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126
2011-10-31,-3.657124,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758
2011-11-01,-3.657124,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755
2011-11-02,-3.657124,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082
2011-11-03,-0.67833656,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244
2011-11-04,-2.5404012,5.181703,3.5989788,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355
2011-11-07,0.46055105,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427
2011-11-08,0.46055105,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344
2011-11-09,0.46055105,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081
2011-11-10,0.96924525,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872
2011-11-11,0.46871424,-0.28096482,-1.583396,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778
2011-11-14,3.3266127,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015
2011-11-15,3.3266127,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226
2011-11-16,3.3266127,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204
2011-11-17,-0.1616818,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448
2011-11-18,2.2436838,-2.5567458,-0.046463005,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564
2011-11-21,1.2928727,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192
2011-11-22,1.2928727,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903
2011-11-23,1.2928727,1.4695891,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025
2011-11-25,2.0207098,-3.0354989,4.0839734,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621
2011-11-28,-0.68347126,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777
2011-11-29,-0.68347126,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935
2011-11-30,-0.68347126,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436
2011-12-01,-0.04646758,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329
2011-12-02,-1.0788755,0.3465082,1.672244,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546
2011-12-05,0.20177355,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035
2011-12-06,0.20177355,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425
2011-12-07,0.20177355,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147
2011-12-08,0.44262427,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546
2011-12-09,1.3311344,-1.101081,2.1083872,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569
2011-12-12,1.2298778,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444
2011-12-13,1.2298778,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953
2011-12-14,1.2298778,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288
2011-12-15,-0.28746015,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288,-1.1443228
2011-12-16,1.2455226,3.1890204,-3.7440448,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288,-1.1443228,-0.30951515
2011-12-19,-1.1705564,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288,-1.1443228,-0.30951515,-0.30951515,-0.30951515,0.11027525
2011-12-20,-1.1705564,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288,-1.1443228,-0.30951515,-0.30951515,-0.30951515,0.11027525,3.4554794
2011-12-21,-1.1705564,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288,-1.1443228,-0.30951515,-0.30951515,-0.30951515,0.11027525,3.4554794,1.4103453
2011-12-22,-0.32236192,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288,-1.1443228,-0.30951515,-0.30951515,-0.30951515,0.11027525,3.4554794,1.4103453,0.8890743
2011-12-23,1.0591903,-1.6502025,-1.6502025,0.3884621,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288,-1.1443228,-0.30951515,-0.30951515,-0.30951515,0.11027525,3.4554794,1.4103453,0.8890743,0.3012958
2011-12-27,0.3884621,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288,-1.1443228,-0.30951515,-0.30951515,-0.30951515,0.11027525,3.4554794,1.4103453,0.8890743,0.3012958,0.3012958,0.3012958,0.3012958,0.39053577
2011-12-28,0.3884621,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288,-1.1443228,-0.30951515,-0.30951515,-0.30951515,0.11027525,3.4554794,1.4103453,0.8890743,0.3012958,0.3012958,0.3012958,0.3012958,0.39053577,-1.8433243
2011-12-29,0.4441777,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288,-1.1443228,-0.30951515,-0.30951515,-0.30951515,0.11027525,3.4554794,1.4103453,0.8890743,0.3012958,0.3012958,0.3012958,0.3012958,0.39053577,-1.8433243,0.24106078
2011-12-30,1.5959935,0.56957436,-0.15955329,0.76552546,0.76552546,0.76552546,-0.0099054035,0.3066425,-0.79326147,-2.1127546,1.0619569,1.0619569,1.0619569,-0.5511444,2.494953,-5.453288,-1.1443228,-0.30951515,-0.30951515,-0.30951515,0.11027525,3.4554794,1.4103453,0.8890743,0.3012958,0.3012958,0.3012958,0.3012958,0.39053577,-1.8433243,0.24106078,-0.8563853
