date,Open_x,High_x,Low_x,Volume_x,Pct,Direction,50ma,100ma,200ma,MOM_1,MOM_5,Bollinger,MACD,MACD_SIGNAL,MACD_DIFF,cci,adx,trix,atr,RSI,wr_10,Calculated,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Close_x,Open_y,High_y,Low_y,Close_y,Volume_y
2011-04-01,38.833053759012,39.108347158378,38.524391462753,25387300.0,0.005422993492405714,1,38.174184889863284,36.24463104990265,34.26092905816056,0.005422993492405714,0.01068469254252169,0.5211350493483765,0.13434418728097341,0.05248134641868952,0.0818628408622839,106.43083688441986,16.756084944743684,0.007589440083447092,0.7416511649103557,0.5579907847613681,25.118483412333507,-0.6461600156088574,0.016846641107463048,0.029531936732602338,0.0075210259171287945,0.023914816610717284,0.014404764289325134,0.01831494093961744,0.010799889348696313,0.04210652377986568,38.666209274548,38.833053759012,39.108347158378,38.524391462753,38.666209274548,25387300.0
2011-04-04,38.681903601431,39.017392791383,38.62319299319,15708000.0,0.005177993527510916,1,38.19587467284362,36.30081697730547,34.29245672319742,0.005177993527510916,0.013707571801571339,0.6230030115442332,0.1696075670017052,0.07590659053529267,0.09370097646641254,104.12945351068352,19.542406900671022,0.023499383932211307,0.7168332101448303,0.5771944649189054,13.74407582938922,-0.5569807374843224,0.019720318732258275,0.03146466060306546,0.008327940647444286,0.026707116440295997,0.017298307716755158,0.019462834295928905,0.010472029258826837,0.0461471904551697,38.866422655905,38.681903601431,39.017392791383,38.62319299319,38.866422655905,15708000.0
2011-04-05,38.723839750175,39.227073535103,38.62319299319,21058400.0,0.005179110919291574,1,38.2260951271839,36.35301623144217,34.32627899717614,0.005179110919291574,0.01762917813407827,0.7473783357065888,0.21136032354410617,0.10299733713705538,0.10836298640705079,117.11294048025724,23.402935999665978,0.04083331998606339,0.7087651624139852,0.59619000178133,8.481257036094114,-0.7187160793390267,0.01834021422981672,0.03001414870386596,0.007636052623835453,0.02797604366657066,0.015943180700250907,0.016512939915034795,0.009243509459341579,0.04929312388898978,39.067716169876,38.723839750175,39.227073535103,38.62319299319,39.067716169876,21058400.0
2011-04-06,39.260622454098,40.032247590987,39.10965231862,31203300.0,0.02275654787462389,0,38.276599175858586,36.41910562278412,34.36679036208586,0.02275654787462389,0.031152064141442892,1.210676329600189,0.3125850091549367,0.14491487154063165,0.16767013761430505,209.62422883517883,31.5730705635535,0.06625582435613483,0.7270341808923433,0.6672881762703727,3.122884394955987,-0.5803260416077916,0.017913507640182444,0.03141888156328339,0.007170654811290825,0.025573884810614417,0.017013531436566247,0.015853272619850825,0.010740655098296878,0.051572676418817576,39.956762523248,39.260622454098,40.032247590987,39.10965231862,39.956762523248,31203300.0
2011-04-07,39.956762523248,40.090958199228,39.38643090033,29972000.0,-0.005037783375314353,0,38.321242064924746,36.4865985226619,34.40396829436661,-0.005037783375314353,0.03374660741084745,0.9147586632217136,0.37227227444031996,0.19038635212056934,0.18188592231975062,165.7172693428011,37.72781130810303,0.09275973269820555,0.7254265464641759,0.6398200347003393,15.815079996131603,-0.5475924117699756,0.017887780440478125,0.031966831267518106,0.007316676749069317,0.02423436088919275,0.01597163417615905,0.017714739557905222,0.011221083493625286,0.04950671107917886,39.755469009277,39.956762523248,40.090958199228,39.38643090033,39.755469009277,29972000.0
2011-04-08,39.856115766262,39.973536982745,39.10965231862,23808000.0,-0.011814345991576491,0,38.35448912285869,36.54547816283765,34.442371355801335,-0.011814345991576491,0.016023677531891822,0.566239257718729,0.3773256436984269,0.2277742104361409,0.149551433262286,103.88588217215472,37.211678056419544,0.11337116944494119,0.7353164120113779,0.5798426564999263,37.956191990791275,-0.606254572959267,0.017922888888160418,0.030802889512113452,0.007503996215677696,0.02488269381723101,0.016019381958921802,0.01662371762049554,0.010559771635503446,0.044595113931555734,39.285784143344,39.856115766262,39.973536982745,39.10965231862,39.285784143344,23808000.0
2011-04-11,39.419979819325,39.646435022542,39.210299075605,25641600.0,0.0004269854825040831,0,38.39741496111257,36.60844195865108,34.47499932393829,0.0004269854825040831,0.011221406991794192,0.5210818185351181,0.3783229623227271,0.25788396081345816,0.12043900150926895,82.84920811747776,36.84301144807419,0.1288213676390666,0.7139463787917794,0.5813520596547616,37.16543799096371,-0.613022570352524,0.01995650942202672,0.03202979636884509,0.008524252411801376,0.024886833889543252,0.015106264755452249,0.01735303813864383,0.011685553289187404,0.0502156197337239,39.302558602842,39.419979819325,39.646435022542,39.210299075605,39.302558602842,25641600.0
2011-04-12,39.042554480629,39.512239346562,38.790937588166,27231300.0,-0.004694835680740028,0,38.42997663889843,36.673143663384366,34.51044446207645,-0.004694835680740028,0.0012881064834755485,0.3720583899592946,0.36007349579038106,0.27832186780884277,0.08175162798153829,38.65845226002946,29.407650555399833,0.1379158124459553,0.7144717630492233,0.5576213850571624,55.46013075780648,-0.5602047883267754,0.01703577406346888,0.030384919237655805,0.007035610805950592,0.022777217674243323,0.015430510059171542,0.018032087379193575,0.009329254722950044,0.04756076786602985,39.118039548369,39.042554480629,39.512239346562,38.790937588166,39.118039548369,27231300.0
2011-04-13,39.621273333296,39.73030732003,38.48061008746,55383900.0,-0.00836192109777223,0,38.439478673518295,36.730574609578404,34.550403926641245,-0.00836192109777223,-0.02917716204869425,0.12332417172493629,0.3155784753765971,0.28577318932239365,0.02980528605420346,7.797390976433878,22.227029163554118,0.13896432298287303,0.7527021537292788,0.5173082233602881,74.10620920226422,-0.6118729715052047,0.017602421492645272,0.030676400320331962,0.007683880440672795,0.02571149174168837,0.015584132775547354,0.01746743522217381,0.009299361737400603,0.04872256552673536,38.790937588166,39.621273333296,39.73030732003,38.48061008746,38.790937588166,55383900.0
2011-04-14,38.312865492484,38.371576100726,37.667048801827,45214600.0,-0.027675675675689737,0,38.43551793523549,36.77935309905712,34.58686544680359,-0.027675675675689737,-0.05126582278482006,-0.7615737001547811,0.191480823140175,0.2669147160859499,-0.0754338929457749,-160.28402450768206,25.078685075528906,0.12439319782920878,0.7792154846299733,0.41202463683154067,97.92387543251591,-0.6850187337672512,0.015453361776094425,0.03273076742002635,0.007387254640289015,0.02163748600479514,0.01644034682032733,0.01742993842024888,0.01072187091643524,0.0467367169735608,37.71737218032,38.312865492484,38.371576100726,37.667048801827,37.71737218032,45214600.0
